"","X.1","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"809",809,841,"AFV09","Cercado Acima","C1","P","N",9,0,0,0,"N","2017/07/13",841,37
"810",810,861,"AFV09","Cercado Acima","C1","P","N",9,0,0,0,"N","2017/08/15",861,37
"811",811,812,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N","2017/05/05",812,37
"812",812,822,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N","2017/05/07",822,37
"813",813,832,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"S","2017/05/11",832,37
"814",814,872,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/05/18",872,37
"815",815,882,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/05/25",882,37
"816",816,802,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/06/01",802,37
"817",817,852,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/06/15",852,37
"818",818,892,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/06/29",892,37
"819",819,842,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/07/13",842,37
"820",820,862,"AFV09","Cercado Acima","C10","S","N",11,0,0,0,"N","2017/08/15",862,37
"821",821,813,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N","2017/05/05",813,37
"822",822,823,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N","2017/05/07",823,37
"823",823,833,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N","2017/05/11",833,37
"824",824,873,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N","2017/05/18",873,37
"825",825,883,"AFV09","Cercado Acima","C2","D","S",10.2,0,0,0,"S","2017/05/25",883,37
"826",826,803,"AFV09","Cercado Acima","C2","S","S",10.2,0,0,0,"S","2017/06/01",803,37
"827",827,853,"AFV09","Cercado Acima","C2","S","S",10.2,0,0,0,"N","2017/06/15",853,37
"828",828,893,"AFV09","Cercado Acima","C2","S","S",10.2,0,0,0,"N","2017/06/29",893,37
"829",829,843,"AFV09","Cercado Acima","C2","S","S",10.2,0,0,0,"N","2017/07/13",843,37
"830",830,863,"AFV09","Cercado Acima","C2","S","S",10.2,0,0,0,"N","2017/08/15",863,37
"831",831,814,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N","2017/05/05",814,37
"832",832,824,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N","2017/05/07",824,37
"833",833,834,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N","2017/05/11",834,37
"834",834,874,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N","2017/05/18",874,37
"835",835,884,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"S","2017/05/25",884,37
"836",836,804,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"N","2017/06/01",804,37
"837",837,854,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"N","2017/06/15",854,37
"838",838,894,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"N","2017/06/29",894,37
"839",839,844,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"N","2017/07/13",844,37
"840",840,864,"AFV09","Cercado Acima","C3","P","N",6.4,0,0,0,"N","2017/08/15",864,37
"841",841,815,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N","2017/05/05",815,37
"842",842,825,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N","2017/05/07",825,37
"843",843,835,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N","2017/05/11",835,37
"844",844,875,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N","2017/05/18",875,37
"845",845,885,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"S","2017/05/25",885,37
"846",846,805,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"N","2017/06/01",805,37
"847",847,855,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"N","2017/06/15",855,37
"848",848,895,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"N","2017/06/29",895,37
"849",849,845,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"N","2017/07/13",845,37
"850",850,865,"AFV09","Cercado Acima","C4","S","N",7.1,0,0,0,"N","2017/08/15",865,37
"851",851,816,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N","2017/05/05",816,37
"852",852,826,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N","2017/05/07",826,37
"853",853,836,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N","2017/05/11",836,37
"854",854,876,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N","2017/05/18",876,37
"855",855,886,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"S","2017/05/25",886,37
"856",856,806,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"N","2017/06/01",806,37
"857",857,856,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"N","2017/06/15",856,37
"858",858,896,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"N","2017/06/29",896,37
"859",859,846,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"N","2017/07/13",846,37
"860",860,866,"AFV09","Cercado Acima","C5","P","N",21.3,0,0,0,"N","2017/08/15",866,37
"861",861,817,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N","2017/05/05",817,37
"862",862,827,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N","2017/05/07",827,37
"863",863,837,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N","2017/05/11",837,37
"864",864,877,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N","2017/05/18",877,37
"865",865,887,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"S","2017/05/25",887,37
"866",866,807,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"N","2017/06/01",807,37
"867",867,857,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"N","2017/06/15",857,37
"868",868,897,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"N","2017/06/29",897,37
"869",869,847,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"N","2017/07/13",847,37
"870",870,867,"AFV09","Cercado Acima","C6","S","N",0,0,0,0,"N","2017/08/15",867,37
"871",871,818,"AFV09","Cercado Acima","C7","N","N",0,0,0,0,"N","2017/05/05",818,37
"872",872,828,"AFV09","Cercado Acima","C7","N","N",0,0,0,0,"N","2017/05/07",828,37
"873",873,838,"AFV09","Cercado Acima","C7","N","N",0,0,0,0,"N","2017/05/11",838,37
"874",874,878,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"S","2017/05/18",878,37
"875",875,888,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/05/25",888,37
"876",876,808,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/06/01",808,37
"877",877,858,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/06/15",858,37
"878",878,898,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/06/29",898,37
"879",879,848,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/07/13",848,37
"880",880,868,"AFV09","Cercado Acima","C7","S","N",37.3,0,0,0,"N","2017/08/15",868,37
"881",881,819,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N","2017/05/05",819,37
"882",882,829,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N","2017/05/07",829,37
"883",883,839,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N","2017/05/11",839,37
"884",884,879,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N","2017/05/18",879,37
"885",885,889,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"S","2017/05/25",889,37
"886",886,809,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"N","2017/06/01",809,37
"887",887,859,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"N","2017/06/15",859,37
"888",888,899,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"N","2017/06/29",899,37
"889",889,849,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"N","2017/07/13",849,37
"890",890,869,"AFV09","Cercado Acima","C8","S","N",0,0,0,0,"N","2017/08/15",869,37
"891",891,820,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N","2017/05/05",820,37
"892",892,830,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N","2017/05/07",830,37
"893",893,840,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N","2017/05/11",840,37
"894",894,880,"AFV09","Cercado Acima","C9","D","N",22,0,0,0,"S","2017/05/18",880,37
"895",895,890,"AFV09","Cercado Acima","C9","D","N",21.3,20,0,0,"S","2017/05/25",890,37
"896",896,810,"AFV09","Cercado Acima","C9","RP","N",28.3,20,8,0,"S","2017/06/01",810,37
"897",897,860,"AFV09","Cercado Acima","C9","RP","N",28.3,20,8,0,"N","2017/06/15",860,37
"898",898,900,"AFV09","Cercado Acima","C9","RP","N",28.3,20,8,0,"N","2017/06/29",900,37
"899",899,850,"AFV09","Cercado Acima","C9","RP","N",28.3,20,8,0,"N","2017/07/13",850,37
"900",900,870,"AFV09","Cercado Acima","C9","RP","N",28.3,20,8,0,"N","2017/08/15",870,37
"901",901,911,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"S","2017/05/05",911,37
"902",902,921,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/05/07",921,37
"903",903,931,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/05/11",931,37
"904",904,971,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/05/18",971,37
"905",905,981,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/05/25",981,37
"906",906,901,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/06/01",901,37
"907",907,951,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/06/15",951,37
"908",908,991,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/06/29",991,37
"909",909,941,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/07/13",941,37
"910",910,961,"AFV10a","Banheira","C1","S","N",0.5,0,0,0,"N","2017/08/15",961,37
"911",911,912,"AFV10a","Banheira","C10","P","N",11,0,0,0,"S","2017/05/05",912,37
"912",912,922,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/05/07",922,37
"913",913,932,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/05/11",932,37
"914",914,972,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/05/18",972,37
"915",915,982,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/05/25",982,37
"916",916,902,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/06/01",902,37
"917",917,952,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/06/15",952,37
"918",918,992,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/06/29",992,37
"919",919,942,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/07/13",942,37
"920",920,962,"AFV10a","Banheira","C10","P","N",11,0,0,0,"N","2017/08/15",962,37
"921",921,913,"AFV10a","Banheira","C2","S","N",9,0,0,0,"S","2017/05/05",913,37
"922",922,923,"AFV10a","Banheira","C2","S","N",9,0,0,0,"N","2017/05/07",923,37
"923",923,933,"AFV10a","Banheira","C2","S","N",9,0,0,0,"N","2017/05/11",933,37
"924",924,973,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/05/18",973,37
"925",925,983,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/05/25",983,37
"926",926,903,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/06/01",903,37
"927",927,953,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/06/15",953,37
"928",928,993,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/06/29",993,37
"929",929,943,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/07/13",943,37
"930",930,963,"AFV10a","Banheira","C2","S","N",2,0,0,0,"N","2017/08/15",963,37
"931",931,914,"AFV10a","Banheira","C3","P","N",11,0,0,0,"S","2017/05/05",914,37
"932",932,924,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/05/07",924,37
"933",933,934,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/05/11",934,37
"934",934,974,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/05/18",974,37
"935",935,984,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/05/25",984,37
"936",936,904,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/06/01",904,37
"937",937,954,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/06/15",954,37
"938",938,994,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/06/29",994,37
"939",939,944,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/07/13",944,37
"940",940,964,"AFV10a","Banheira","C3","P","N",11,0,0,0,"N","2017/08/15",964,37
"941",941,915,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N","2017/05/05",915,37
"942",942,925,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N","2017/05/07",925,37
"943",943,935,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N","2017/05/11",935,37
"944",944,975,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/05/18",975,37
"945",945,985,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/05/25",985,37
"946",946,905,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/06/01",905,37
"947",947,955,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/06/15",955,37
"948",948,995,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/06/29",995,37
"949",949,945,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/07/13",945,37
"950",950,965,"AFV10a","Banheira","C4","S","N",9,0,0,0,"N","2017/08/15",965,37
"951",951,916,"AFV10a","Banheira","C5","N","N",0,0,0,0,"N","2017/05/05",916,37
"952",952,926,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"S","2017/05/07",926,37
"953",953,936,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/05/11",936,37
"954",954,976,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/05/18",976,37
"955",955,986,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/05/25",986,37
"956",956,906,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/06/01",906,37
"957",957,956,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/06/15",956,37
"958",958,996,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/06/29",996,37
"959",959,946,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/07/13",946,37
"960",960,966,"AFV10a","Banheira","C5","P","N",6.4,0,0,0,"N","2017/08/15",966,37
"961",961,917,"AFV10a","Banheira","C6","P","N",11,0,0,0,"S","2017/05/05",917,37
"962",962,927,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/05/07",927,37
"963",963,937,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/05/11",937,37
"964",964,977,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/05/18",977,37
"965",965,987,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/05/25",987,37
"966",966,907,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/06/01",907,37
"967",967,957,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/06/15",957,37
"968",968,997,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/06/29",997,37
"969",969,947,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/07/13",947,37
"970",970,967,"AFV10a","Banheira","C6","P","N",11,0,0,0,"N","2017/08/15",967,37
"971",971,918,"AFV10a","Banheira","C7","S","N",13,0,0,0,"S","2017/05/05",918,37
"972",972,928,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/05/07",928,37
"973",973,938,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/05/11",938,37
"974",974,978,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/05/18",978,37
"975",975,988,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/05/25",988,37
"976",976,908,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/06/01",908,37
"977",977,958,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/06/15",958,37
"978",978,998,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/06/29",998,37
"979",979,948,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/07/13",948,37
"980",980,968,"AFV10a","Banheira","C7","S","N",13,0,0,0,"N","2017/08/15",968,37
"981",981,919,"AFV10a","Banheira","C8","S","N",8,0,0,0,"S","2017/05/05",919,37
"982",982,929,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/05/07",929,37
"983",983,939,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/05/11",939,37
"984",984,979,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/05/18",979,37
"985",985,989,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/05/25",989,37
"986",986,909,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/06/01",909,37
"987",987,959,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/06/15",959,37
"988",988,999,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/06/29",999,37
"989",989,949,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/07/13",949,37
"990",990,969,"AFV10a","Banheira","C8","S","N",8,0,0,0,"N","2017/08/15",969,37
"991",991,920,"AFV10a","Banheira","C9","N","N",11,0,0,0,"N","2017/05/05",920,37
"992",992,930,"AFV10a","Banheira","C9","D","S",11,0,0,0,"S","2017/05/07",930,37
"993",993,940,"AFV10a","Banheira","C9","D","S",11,0,0,0,"N","2017/05/11",940,37
"994",994,980,"AFV10a","Banheira","C9","D","S",11,0,0,0,"N","2017/05/18",980,37
"995",995,990,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"S","2017/05/25",990,37
"996",996,910,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"N","2017/06/01",910,37
"997",997,960,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"N","2017/06/15",960,37
"998",998,1000,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"N","2017/06/29",1000,37
"999",999,950,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"N","2017/07/13",950,37
"1000",1000,970,"AFV10a","Banheira","C9","RP","N",11,0,0,0,"N","2017/08/15",970,37
"1001",1001,1011,"AFV11","Casa do Pesquisador","C1","N","N",0,0,0,0,"N","2017/05/05",1011,10.67
"1002",1002,1021,"AFV11","Casa do Pesquisador","C1","D","S",15.1,0,0,0,"S","2017/05/07",1021,10.67
"1003",1003,1031,"AFV11","Casa do Pesquisador","C1","D","S",15.1,0,0,0,"S","2017/05/11",1031,10.67
"1004",1004,1071,"AFV11","Casa do Pesquisador","C1","D","S",15.1,0,0,0,"N","2017/05/18",1071,10.67
"1005",1005,1081,"AFV11","Casa do Pesquisador","C1","D","S",15.1,0,0,0,"N","2017/05/25",1081,10.67
"1006",1006,1001,"AFV11","Casa do Pesquisador","C1","D","S",15.1,0,0,0,"N","2017/06/01",1001,10.67
"1007",1007,1051,"AFV11","Casa do Pesquisador","C1","S","S",15.1,0,0,0,"S","2017/06/15",1051,10.67
"1008",1008,1091,"AFV11","Casa do Pesquisador","C1","S","S",15.1,0,0,0,"N","2017/06/29",1091,10.67
"1009",1009,1041,"AFV11","Casa do Pesquisador","C1","S","S",15.1,0,0,0,"N","2017/07/13",1041,10.67
"1010",1010,1061,"AFV11","Casa do Pesquisador","C1","S","S",15.1,0,0,0,"N","2017/08/15",1061,10.67
"1011",1011,1012,"AFV11","Casa do Pesquisador","C10","N","N",0,0,0,0,"N","2017/05/05",1012,10.67
"1012",1012,1022,"AFV11","Casa do Pesquisador","C10","D","S",0.8,0,0,0,"S","2017/05/07",1022,10.67
"1013",1013,1032,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"S","2017/05/11",1032,10.67
"1014",1014,1072,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/05/18",1072,10.67
"1015",1015,1082,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/05/25",1082,10.67
"1016",1016,1002,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/06/01",1002,10.67
"1017",1017,1052,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/06/15",1052,10.67
"1018",1018,1092,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/06/29",1092,10.67
"1019",1019,1042,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/07/13",1042,10.67
"1020",1020,1062,"AFV11","Casa do Pesquisador","C10","D","S",14,12,0,0,"N","2017/08/15",1062,10.67
"1021",1021,1013,"AFV11","Casa do Pesquisador","C2","N","N",0,0,0,0,"N","2017/05/05",1013,10.67
"1022",1022,1023,"AFV11","Casa do Pesquisador","C2","D","S",21,0,0,0,"S","2017/05/07",1023,10.67
"1023",1023,1033,"AFV11","Casa do Pesquisador","C2","D","S",21,0,0,0,"N","2017/05/11",1033,10.67
"1024",1024,1073,"AFV11","Casa do Pesquisador","C2","D","S",21,0,0,0,"N","2017/05/18",1073,10.67
"1025",1025,1083,"AFV11","Casa do Pesquisador","C2","D","S",21,0,0,0,"N","2017/05/25",1083,10.67
"1026",1026,1003,"AFV11","Casa do Pesquisador","C2","D","S",21,0,0,0,"N","2017/06/01",1003,10.67
"1027",1027,1053,"AFV11","Casa do Pesquisador","C2","S","S",21,0,0,0,"N","2017/06/15",1053,10.67
"1028",1028,1093,"AFV11","Casa do Pesquisador","C2","S","S",21,0,0,0,"N","2017/06/29",1093,10.67
"1029",1029,1043,"AFV11","Casa do Pesquisador","C2","S","S",21,0,0,0,"N","2017/07/13",1043,10.67
"1030",1030,1063,"AFV11","Casa do Pesquisador","C2","S","S",21,0,0,0,"N","2017/08/15",1063,10.67
"1031",1031,1014,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/05/05",1014,10.67
"1032",1032,1024,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/05/07",1024,10.67
"1033",1033,1034,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/05/11",1034,10.67
"1034",1034,1074,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/05/18",1074,10.67
"1035",1035,1084,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/05/25",1084,10.67
"1036",1036,1004,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/06/01",1004,10.67
"1037",1037,1054,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/06/15",1054,10.67
"1038",1038,1094,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/06/29",1094,10.67
"1039",1039,1044,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/07/13",1044,10.67
"1040",1040,1064,"AFV11","Casa do Pesquisador","C3","N","N",0,0,0,0,"N","2017/08/15",1064,10.67
"1041",1041,1015,"AFV11","Casa do Pesquisador","C4","N","N",0,0,0,0,"N","2017/05/05",1015,10.67
"1042",1042,1025,"AFV11","Casa do Pesquisador","C4","D","S",9.5,0,0,0,"S","2017/05/07",1025,10.67
"1043",1043,1035,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"S","2017/05/11",1035,10.67
"1044",1044,1075,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/05/18",1075,10.67
"1045",1045,1085,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/05/25",1085,10.67
"1046",1046,1005,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/06/01",1005,10.67
"1047",1047,1055,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/06/15",1055,10.67
"1048",1048,1095,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/06/29",1095,10.67
"1049",1049,1045,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/07/13",1045,10.67
"1050",1050,1065,"AFV11","Casa do Pesquisador","C4","S","N",10.2,2,0,0,"N","2017/08/15",1065,10.67
"1051",1051,1016,"AFV11","Casa do Pesquisador","C5","N","N",0,0,0,0,"N","2017/05/05",1016,10.67
"1052",1052,1026,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"S","2017/05/07",1026,10.67
"1053",1053,1036,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/05/11",1036,10.67
"1054",1054,1076,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/05/18",1076,10.67
"1055",1055,1086,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/05/25",1086,10.67
"1056",1056,1006,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/06/01",1006,10.67
"1057",1057,1056,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/06/15",1056,10.67
"1058",1058,1096,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/06/29",1096,10.67
"1059",1059,1046,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/07/13",1046,10.67
"1060",1060,1066,"AFV11","Casa do Pesquisador","C5","S","N",10.5,0,0,0,"N","2017/08/15",1066,10.67
"1061",1061,1017,"AFV11","Casa do Pesquisador","C6","N","N",0,0,0,0,"N","2017/05/05",1017,10.67
"1062",1062,1027,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"S","2017/05/07",1027,10.67
"1063",1063,1037,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/05/11",1037,10.67
"1064",1064,1077,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/05/18",1077,10.67
"1065",1065,1087,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/05/25",1087,10.67
"1066",1066,1007,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/06/01",1007,10.67
"1067",1067,1057,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/06/15",1057,10.67
"1068",1068,1097,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/06/29",1097,10.67
"1069",1069,1047,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/07/13",1047,10.67
"1070",1070,1067,"AFV11","Casa do Pesquisador","C6","D","S",42.3,0,0,0,"N","2017/08/15",1067,10.67
"1071",1071,1018,"AFV11","Casa do Pesquisador","C7","N","N",0,0,0,0,"N","2017/05/05",1018,10.67
"1072",1072,1028,"AFV11","Casa do Pesquisador","C7","D","S",7.7,0,0,0,"S","2017/05/07",1028,10.67
"1073",1073,1038,"AFV11","Casa do Pesquisador","C7","D","S",7.7,0,0,0,"N","2017/05/11",1038,10.67
