"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"1",11,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/05/05",11,15
"2",20,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/05/07",20,15
"3",29,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/05/11",29,15
"4",69,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/05/18",69,15
"5",79,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/05/25",79,15
"6",1,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/06/01",1,15
"7",49,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/06/15",49,15
"8",89,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/06/29",89,15
"9",39,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/07/13",39,15
"10",59,"AFV01","Restaurante Acima","C1","N","N","0","0","0",0,"N","2017/08/15",59,15
"11",12,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/05/05",12,15
"12",21,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/05/07",21,15
"13",30,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/05/11",30,15
"14",70,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/05/18",70,15
"15",80,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/05/25",80,15
"16",2,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/06/01",2,15
"17",50,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/06/15",50,15
"18",90,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/06/29",90,15
"19",40,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/07/13",40,15
"20",60,"AFV01","Restaurante Acima","C10","N","N","0","0","0",0,"N","2017/08/15",60,15
"21",13,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/05/05",13,15
"22",22,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/05/07",22,15
"23",31,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/05/11",31,15
"24",71,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/05/18",71,15
"25",81,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/05/25",81,15
"26",3,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/06/01",3,15
"27",51,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/06/15",51,15
"28",91,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/06/29",91,15
"29",41,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/07/13",41,15
"30",61,"AFV01","Restaurante Acima","C2","N","N","0","0","0",0,"N","2017/08/15",61,15
"31",14,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/05/05",14,15
"32",23,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/05/07",23,15
"33",32,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/05/11",32,15
"34",72,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/05/18",72,15
"35",82,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/05/25",82,15
"36",4,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/06/01",4,15
"37",52,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/06/15",52,15
"38",92,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/06/29",92,15
"39",42,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/07/13",42,15
"40",62,"AFV01","Restaurante Acima","C3","N","N","0","0","0",0,"N","2017/08/15",62,15
"41",15,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/05/05",15,15
"42",24,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/05/07",24,15
"43",33,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/05/11",33,15
"44",73,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/05/18",73,15
"45",83,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/05/25",83,15
"46",5,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/06/01",5,15
"47",53,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/06/15",53,15
"48",93,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/06/29",93,15
"49",43,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/07/13",43,15
"50",63,"AFV01","Restaurante Acima","C4","N","N","0","0","0",0,"N","2017/08/15",63,15
"51",16,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/05/05",16,15
"52",25,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/05/07",25,15
"53",34,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/05/11",34,15
"54",74,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/05/18",74,15
"55",84,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/05/25",84,15
"56",6,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/06/01",6,15
"57",54,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/06/15",54,15
"58",94,"AFV01","Restaurante Acima","C5","N","N","0","0","0",0,"N","2017/06/29",94,15
"59",44,"AFV01","Restaurante Acima","C5","D","N","23","0","0",0,"S","2017/07/13",44,15
"60",64,"AFV01","Restaurante Acima","C5","D","N","14","0","0",0,"S","2017/08/15",64,15
"61",17,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/05/05",17,15
"62",26,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/05/07",26,15
"63",35,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/05/11",35,15
"64",75,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/05/18",75,15
"65",85,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/05/25",85,15
"66",7,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/06/01",7,15
"67",55,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/06/15",55,15
"68",95,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/06/29",95,15
"69",45,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/07/13",45,15
"70",65,"AFV01","Restaurante Acima","C6","N","N","0","0","0",0,"N","2017/08/15",65,15
"71",36,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/05/11",36,15
"72",76,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/05/18",76,15
"73",86,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/05/25",86,15
"74",8,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/06/01",8,15
"75",56,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/06/15",56,15
"76",96,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/06/29",96,15
"77",46,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/07/13",46,15
"78",66,"AFV01","Restaurante Acima","C7","N","N","0","0","0",0,"N","2017/08/15",66,15
"79",18,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/05/05",18,15
"80",27,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/05/07",27,15
"81",37,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/05/11",37,15
"82",77,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/05/18",77,15
"83",87,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/05/25",87,15
"84",9,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/06/01",9,15
"85",57,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/06/15",57,15
"86",97,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/06/29",97,15
"87",47,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/07/13",47,15
"88",67,"AFV01","Restaurante Acima","C8","N","N","0","0","0",0,"N","2017/08/15",67,15
"89",19,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/05/05",19,15
"90",28,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/05/07",28,15
"91",38,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/05/11",38,15
"92",78,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/05/18",78,15
"93",88,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/05/25",88,15
"94",10,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/06/01",10,15
"95",58,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/06/15",58,15
"96",98,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/06/29",98,15
"97",48,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/07/13",48,15
"98",68,"AFV01","Restaurante Acima","C9","N","N","0","0","0",0,"N","2017/08/15",68,15
"99",109,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/05/05",109,35.69
"100",119,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/05/07",119,35.69
"101",129,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/05/11",129,35.69
"102",169,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/05/18",169,35.69
"103",179,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/05/25",179,35.69
"104",99,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/06/01",99,35.69
"105",149,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/06/15",149,35.69
"106",189,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/06/29",189,35.69
"107",139,"AFV02","Restaurante Abaixo","C1","N","N","0","0","0",0,"N","2017/07/13",139,35.69
"108",159,"AFV02","Restaurante Abaixo","C1","P","N","3","0","0",0,"N","2017/08/15",159,35.69
"109",110,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/05/05",110,35.69
"110",120,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/05/07",120,35.69
"111",130,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/05/11",130,35.69
"112",170,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/05/18",170,35.69
"113",180,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/05/25",180,35.69
"114",100,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/06/01",100,35.69
"115",150,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/06/15",150,35.69
"116",190,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/06/29",190,35.69
"117",140,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/07/13",140,35.69
"118",160,"AFV02","Restaurante Abaixo","C10","N","N","0","0","0",0,"N","2017/08/15",160,35.69
"119",111,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/05/05",111,35.69
"120",121,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/05/07",121,35.69
"121",131,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/05/11",131,35.69
"122",171,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/05/18",171,35.69
"123",181,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/05/25",181,35.69
"124",101,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/06/01",101,35.69
"125",151,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/06/15",151,35.69
"126",191,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/06/29",191,35.69
"127",141,"AFV02","Restaurante Abaixo","C2","N","N","0","0","0",0,"N","2017/07/13",141,35.69
"128",161,"AFV02","Restaurante Abaixo","C2","P","N","15.2","0","0",0,"N","2017/08/15",161,35.69
"129",112,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/05/05",112,35.69
"130",122,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/05/07",122,35.69
"131",132,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/05/11",132,35.69
"132",172,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/05/18",172,35.69
"133",182,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/05/25",182,35.69
"134",102,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/06/01",102,35.69
"135",152,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/06/15",152,35.69
"136",192,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/06/29",192,35.69
"137",142,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/07/13",142,35.69
"138",162,"AFV02","Restaurante Abaixo","C3","N","N","0","0","0",0,"N","2017/08/15",162,35.69
"139",113,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/05/05",113,35.69
"140",123,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/05/07",123,35.69
"141",133,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/05/11",133,35.69
"142",173,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/05/18",173,35.69
"143",183,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/05/25",183,35.69
"144",103,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/06/01",103,35.69
"145",153,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/06/15",153,35.69
"146",193,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/06/29",193,35.69
"147",143,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/07/13",143,35.69
"148",163,"AFV02","Restaurante Abaixo","C4","N","N","0","0","0",0,"N","2017/08/15",163,35.69
"149",114,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/05/05",114,35.69
"150",124,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/05/07",124,35.69
"151",134,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/05/11",134,35.69
"152",174,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/05/18",174,35.69
"153",184,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/05/25",184,35.69
"154",104,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/06/01",104,35.69
"155",154,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/06/15",154,35.69
"156",194,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/06/29",194,35.69
"157",144,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/07/13",144,35.69
"158",164,"AFV02","Restaurante Abaixo","C5","N","N","0","0","0",0,"N","2017/08/15",164,35.69
"159",115,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/05/05",115,35.69
"160",125,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/05/07",125,35.69
"161",135,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/05/11",135,35.69
"162",175,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/05/18",175,35.69
"163",185,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/05/25",185,35.69
"164",105,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/06/01",105,35.69
"165",155,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/06/15",155,35.69
"166",195,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/06/29",195,35.69
"167",145,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/07/13",145,35.69
"168",165,"AFV02","Restaurante Abaixo","C6","N","N","0","0","0",0,"N","2017/08/15",165,35.69
"169",116,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/05/05",116,35.69
"170",126,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/05/07",126,35.69
"171",136,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/05/11",136,35.69
"172",176,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/05/18",176,35.69
"173",186,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/05/25",186,35.69
"174",106,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/06/01",106,35.69
"175",156,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/06/15",156,35.69
"176",196,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/06/29",196,35.69
"177",146,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/07/13",146,35.69
"178",166,"AFV02","Restaurante Abaixo","C7","N","N","0","0","0",0,"N","2017/08/15",166,35.69
"179",117,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/05/05",117,35.69
"180",127,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/05/07",127,35.69
"181",137,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/05/11",137,35.69
"182",177,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/05/18",177,35.69
"183",187,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/05/25",187,35.69
"184",107,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/06/01",107,35.69
"185",157,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/06/15",157,35.69
"186",197,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/06/29",197,35.69
"187",147,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/07/13",147,35.69
"188",167,"AFV02","Restaurante Abaixo","C8","N","N","0","0","0",0,"N","2017/08/15",167,35.69
"189",118,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/05/05",118,35.69
"190",128,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/05/07",128,35.69
"191",138,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/05/11",138,35.69
"192",178,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/05/18",178,35.69
"193",188,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/05/25",188,35.69
"194",108,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/06/01",108,35.69
"195",158,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/06/15",158,35.69
"196",198,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/06/29",198,35.69
"197",148,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/07/13",148,35.69
"198",168,"AFV02","Restaurante Abaixo","C9","N","N","0","0","0",0,"N","2017/08/15",168,35.69
"199",209,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/05/05",209,21
"200",219,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/05/07",219,21
"201",229,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/05/11",229,21
"202",269,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/05/18",269,21
"203",279,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/05/25",279,21
"204",199,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/06/01",199,21
"205",249,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/06/15",249,21
"206",289,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/06/29",289,21
"207",239,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/07/13",239,21
"208",259,"AFV03","Circuito Mylena","C1","N","N","0","0","0",0,"N","2017/08/15",259,21
"209",210,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/05/05",210,21
"210",220,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/05/07",220,21
"211",230,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/05/11",230,21
"212",270,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/05/18",270,21
"213",280,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/05/25",280,21
"214",200,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/06/01",200,21
"215",250,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/06/15",250,21
"216",290,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/06/29",290,21
"217",240,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/07/13",240,21
"218",260,"AFV03","Circuito Mylena","C10","N","N","0","0","0",0,"N","2017/08/15",260,21
"219",211,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/05/05",211,21
"220",221,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/05/07",221,21
"221",231,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/05/11",231,21
"222",271,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/05/18",271,21
"223",281,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/05/25",281,21
"224",201,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/06/01",201,21
"225",251,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/06/15",251,21
"226",291,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/06/29",291,21
"227",241,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/07/13",241,21
"228",261,"AFV03","Circuito Mylena","C2","N","N","0","0","0",0,"N","2017/08/15",261,21
"229",212,"AFV03","Circuito Mylena","C3","N","N","0","0","0",0,"N","2017/05/05",212,21
"230",222,"AFV03","Circuito Mylena","C3","N","N","0","0","0",0,"N","2017/05/07",222,21
"231",232,"AFV03","Circuito Mylena","C3","N","N","0","0","0",0,"N","2017/05/11",232,21
"232",272,"AFV03","Circuito Mylena","C3","N","N","0","0","0",0,"N","2017/05/18",272,21
"233",282,"AFV03","Circuito Mylena","C3","D","N","3","0","0",0,"S","2017/05/25",282,21
"234",202,"AFV03","Circuito Mylena","C3","D","N","16.1","15","0",0,"S","2017/06/01",202,21
"235",252,"AFV03","Circuito Mylena","C3","D","N","29.5","15","17",0,"S","2017/06/15",252,21
"236",292,"AFV03","Circuito Mylena","C3","D","N","29.5","15","17",0,"N","2017/06/29",292,21
"237",242,"AFV03","Circuito Mylena","C3","D","N","29.5","15","17",0,"N","2017/07/13",242,21
"238",262,"AFV03","Circuito Mylena","C3","D","N","29.5","15","17",0,"N","2017/08/15",262,21
"239",213,"AFV03","Circuito Mylena","C4","N","N","0","0","0",0,"N","2017/05/05",213,21
"240",223,"AFV03","Circuito Mylena","C4","N","N","0","0","0",0,"N","2017/05/07",223,21
"241",233,"AFV03","Circuito Mylena","C4","N","N","0","0","0",0,"N","2017/05/11",233,21
"242",273,"AFV03","Circuito Mylena","C4","N","N","0","0","0",0,"N","2017/05/18",273,21
"243",283,"AFV03","Circuito Mylena","C4","D","N","57.2","0","0",0,"S","2017/05/25",283,21
"244",203,"AFV03","Circuito Mylena","C4","D","N","57.2","0","0",0,"N","2017/06/01",203,21
"245",253,"AFV03","Circuito Mylena","C4","D","N","57.2","0","0",0,"N","2017/06/15",253,21
"246",293,"AFV03","Circuito Mylena","C4","D","N","58.2","1","0",0,"S","2017/06/29",293,21
"247",243,"AFV03","Circuito Mylena","C4","D","N","58.2","1","0",0,"N","2017/07/13",243,21
"248",263,"AFV03","Circuito Mylena","C4","D","N","67.2","1","15.2",0,"S","2017/08/15",263,21
"249",214,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/05/05",214,21
"250",224,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/05/07",224,21
"251",234,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/05/11",234,21
"252",274,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/05/18",274,21
"253",284,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/05/25",284,21
"254",204,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/06/01",204,21
"255",254,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/06/15",254,21
"256",294,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/06/29",294,21
"257",244,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/07/13",244,21
"258",264,"AFV03","Circuito Mylena","C5","N","N","0","0","0",0,"N","2017/08/15",264,21
"259",215,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/05/05",215,21
"260",225,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/05/07",225,21
"261",235,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/05/11",235,21
"262",275,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/05/18",275,21
"263",285,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/05/25",285,21
"264",205,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/06/01",205,21
"265",255,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/06/15",255,21
"266",295,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/06/29",295,21
"267",245,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/07/13",245,21
"268",265,"AFV03","Circuito Mylena","C6","N","N","0","0","0",0,"N","2017/08/15",265,21
"269",216,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/05/05",216,21
"270",226,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/05/07",226,21
"271",236,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/05/11",236,21
"272",276,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/05/18",276,21
"273",286,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/05/25",286,21
"274",206,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/06/01",206,21
"275",256,"AFV03","Circuito Mylena","C7","N","N","0","0","0",0,"N","2017/06/15",256,21
