"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","Data","N","Sessenta"
"1523",1533,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/05/11",1533,9
"1524",1573,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/05/18",1573,9
"1525",1583,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/05/25",1583,9
"1526",1503,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/06/01",1503,9
"1527",1553,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/06/15",1553,9
"1528",1593,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/06/29",1593,9
"1529",1543,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/07/13",1543,9
"1530",1563,"AFV16a","saida","C2","N","N","0","0","0",0,"N","2017/08/15",1563,9
"1531",1514,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/05/05",1514,9
"1532",1524,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/05/07",1524,9
"1533",1534,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/05/11",1534,9
"1534",1574,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/05/18",1574,9
"1535",1584,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/05/25",1584,9
"1536",1504,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/06/01",1504,9
"1537",1554,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/06/15",1554,9
"1538",1594,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/06/29",1594,9
"1539",1544,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/07/13",1544,9
"1540",1564,"AFV16a","saida","C3","N","N","0","0","0",0,"N","2017/08/15",1564,9
"1541",1515,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/05/05",1515,9
"1542",1525,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/05/07",1525,9
"1543",1535,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/05/11",1535,9
"1544",1575,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/05/18",1575,9
"1545",1585,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/05/25",1585,9
"1546",1505,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/06/01",1505,9
"1547",1555,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/06/15",1555,9
"1548",1595,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/06/29",1595,9
"1549",1545,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/07/13",1545,9
"1550",1565,"AFV16a","saida","C4","N","N","0","0","0",0,"N","2017/08/15",1565,9
"1551",1516,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/05/05",1516,9
"1552",1526,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/05/07",1526,9
"1553",1536,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/05/11",1536,9
"1554",1576,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/05/18",1576,9
"1555",1586,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/05/25",1586,9
"1556",1506,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/06/01",1506,9
"1557",1556,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/06/15",1556,9
"1558",1596,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/06/29",1596,9
"1559",1546,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/07/13",1546,9
"1560",1566,"AFV16a","saida","C5","N","N","0","0","0",0,"N","2017/08/15",1566,9
"1561",1517,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/05/05",1517,9
"1562",1527,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/05/07",1527,9
"1563",1537,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/05/11",1537,9
"1564",1577,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/05/18",1577,9
"1565",1587,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/05/25",1587,9
"1566",1507,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/06/01",1507,9
"1567",1557,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/06/15",1557,9
"1568",1597,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/06/29",1597,9
"1569",1547,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/07/13",1547,9
"1570",1567,"AFV16a","saida","C6","N","N","0","0","0",0,"N","2017/08/15",1567,9
"1571",1518,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/05/05",1518,9
"1572",1528,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/05/07",1528,9
"1573",1538,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/05/11",1538,9
"1574",1578,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/05/18",1578,9
"1575",1588,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/05/25",1588,9
"1576",1508,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/06/01",1508,9
"1577",1558,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/06/15",1558,9
"1578",1598,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/06/29",1598,9
"1579",1548,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/07/13",1548,9
"1580",1568,"AFV16a","saida","C7","N","N","0","0","0",0,"N","2017/08/15",1568,9
"1581",1519,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/05/05",1519,9
"1582",1529,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/05/07",1529,9
"1583",1539,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/05/11",1539,9
"1584",1579,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/05/18",1579,9
"1585",1589,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/05/25",1589,9
"1586",1509,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/06/01",1509,9
"1587",1559,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/06/15",1559,9
"1588",1599,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/06/29",1599,9
"1589",1549,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/07/13",1549,9
"1590",1569,"AFV16a","saida","C8","N","N","0","0","0",0,"N","2017/08/15",1569,9
"1591",1520,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/05/05",1520,9
"1592",1530,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/05/07",1530,9
"1593",1540,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/05/11",1540,9
"1594",1580,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/05/18",1580,9
"1595",1590,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/05/25",1590,9
"1596",1510,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/06/01",1510,9
"1597",1560,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/06/15",1560,9
"1598",1600,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/06/29",1600,9
"1599",1550,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/07/13",1550,9
"1600",1570,"AFV16a","saida","C9","N","N","0","0","0",0,"N","2017/08/15",1570,9
"1601",1611,"AFV17a","Casas","C1","N","N","0","0","0",0,"N","2017/05/05",1611,12
"1602",1621,"AFV17a","Casas","C1","D","S","7.2","0","0",0,"S","2017/05/07",1621,12
"1603",1631,"AFV17a","Casas","C1","D","S","7.2","0","0",0,"N","2017/05/11",1631,12
"1604",1671,"AFV17a","Casas","C1","N","N","0","0","0",0,"N","2017/05/18",1671,12
"1605",1681,"AFV17a","Casas","C1","D","N","1","0","0",0,"S","2017/05/25",1681,12
"1606",1601,"AFV17a","Casas","C1","D","N","1","0","0",0,"N","2017/06/01",1601,12
"1607",1651,"AFV17a","Casas","C1","D","N","1","0","0",0,"N","2017/06/15",1651,12
"1608",1691,"AFV17a","Casas","C1","N","S","4.5","3","0",0,"S","2017/06/29",1691,12
"1609",1641,"AFV17a","Casas","C1","N","S","4.5","3","0",0,"N","2017/07/13",1641,12
"1610",1661,"AFV17a","Casas","C1","N","S","4.5","3","0",0,"N","2017/08/15",1661,12
"1611",1612,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/05/05",1612,12
"1612",1622,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/05/07",1622,12
"1613",1632,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/05/11",1632,12
"1614",1672,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/05/18",1672,12
"1615",1682,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/05/25",1682,12
"1616",1602,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/06/01",1602,12
"1617",1652,"AFV17a","Casas","C10","N","N","0","0","0",0,"N","2017/06/15",1652,12
"1618",1692,"AFV17a","Casas","C10","S","N","0.1","0","0",0,"S","2017/06/29",1692,12
"1619",1642,"AFV17a","Casas","C10","S","N","0.1","0","0",0,"N","2017/07/13",1642,12
"1620",1662,"AFV17a","Casas","C10","S","N","0.1","0","0",0,"N","2017/08/15",1662,12
"1621",1613,"AFV17a","Casas","C2","N","N","0","0","0",0,"N","2017/05/05",1613,12
"1622",1623,"AFV17a","Casas","C2","N","N","0","0","0",0,"N","2017/05/07",1623,12
"1623",1633,"AFV17a","Casas","C2","N","N","0","0","0",0,"N","2017/05/11",1633,12
"1624",1673,"AFV17a","Casas","C2","D","S","8","3.5","0",0,"S","2017/05/18",1673,12
"1625",1683,"AFV17a","Casas","C2","D","S","8","3.5","0",0,"N","2017/05/25",1683,12
"1626",1603,"AFV17a","Casas","C2","D","S","8","3.5","0",0,"N","2017/06/01",1603,12
"1627",1653,"AFV17a","Casas","C2","D","S","8","3.5","0",0,"N","2017/06/15",1653,12
"1628",1693,"AFV17a","Casas","C2","S","S","8","3.5","0",0,"S","2017/06/29",1693,12
"1629",1643,"AFV17a","Casas","C2","S","S","8","3.5","0",0,"N","2017/07/13",1643,12
"1630",1663,"AFV17a","Casas","C2","S","S","8","3.5","0",0,"N","2017/08/15",1663,12
"1631",1614,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/05/05",1614,12
"1632",1624,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/05/07",1624,12
"1633",1634,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/05/11",1634,12
"1634",1674,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/05/18",1674,12
"1635",1684,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/05/25",1684,12
"1636",1604,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/06/01",1604,12
"1637",1654,"AFV17a","Casas","C3","N","N","0","0","0",0,"N","2017/06/15",1654,12
"1638",1694,"AFV17a","Casas","C3","S","N","3.5","0","0",0,"S","2017/06/29",1694,12
"1639",1644,"AFV17a","Casas","C3","S","N","3.5","0","0",0,"N","2017/07/13",1644,12
"1640",1664,"AFV17a","Casas","C3","S","N","3.5","0","0",0,"N","2017/08/15",1664,12
"1641",1615,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/05/05",1615,12
"1642",1625,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/05/07",1625,12
"1643",1635,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/05/11",1635,12
"1644",1675,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/05/18",1675,12
"1645",1685,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/05/25",1685,12
"1646",1605,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/06/01",1605,12
"1647",1655,"AFV17a","Casas","C4","N","N","0","0","0",0,"N","2017/06/15",1655,12
"1648",1695,"AFV17a","Casas","C4","D","S","15.3","0","0",0,"S","2017/06/29",1695,12
"1649",1645,"AFV17a","Casas","C4","D","S","15.3","0","0",0,"N","2017/07/13",1645,12
"1650",1665,"AFV17a","Casas","C4","D","S","15.3","0","0",0,"N","2017/08/15",1665,12
"1651",1616,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/05/05",1616,12
"1652",1626,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/05/07",1626,12
"1653",1636,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/05/11",1636,12
"1654",1676,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/05/18",1676,12
"1655",1686,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/05/25",1686,12
"1656",1606,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/06/01",1606,12
"1657",1656,"AFV17a","Casas","C5","N","N","0","0","0",0,"N","2017/06/15",1656,12
"1658",1696,"AFV17a","Casas","C5","S","N","0.5","0","0",0,"S","2017/06/29",1696,12
"1659",1646,"AFV17a","Casas","C5","S","N","0.5","0","0",0,"N","2017/07/13",1646,12
"1660",1666,"AFV17a","Casas","C5","S","N","0.5","0","0",0,"N","2017/08/15",1666,12
"1661",1617,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/05/05",1617,12
"1662",1627,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/05/07",1627,12
"1663",1637,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/05/11",1637,12
"1664",1677,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/05/18",1677,12
"1665",1687,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/05/25",1687,12
"1666",1607,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/06/01",1607,12
"1667",1657,"AFV17a","Casas","C6","N","N","0","0","0",0,"N","2017/06/15",1657,12
"1668",1697,"AFV17a","Casas","C6","D","S","16.1","0","0",0,"S","2017/06/29",1697,12
"1669",1647,"AFV17a","Casas","C6","D","S","16.1","0","0",0,"N","2017/07/13",1647,12
"1670",1667,"AFV17a","Casas","C6","D","S","16.1","0","0",0,"N","2017/08/15",1667,12
"1671",1618,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/05/05",1618,12
"1672",1628,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/05/07",1628,12
"1673",1638,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/05/11",1638,12
"1674",1678,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/05/18",1678,12
"1675",1688,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/05/25",1688,12
"1676",1608,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/06/01",1608,12
"1677",1658,"AFV17a","Casas","C7","N","N","0","0","0",0,"N","2017/06/15",1658,12
"1678",1698,"AFV17a","Casas","C7","S","N","26.5","0","0",0,"S","2017/06/29",1698,12
"1679",1648,"AFV17a","Casas","C7","S","N","26.5","0","0",0,"N","2017/07/13",1648,12
"1680",1668,"AFV17a","Casas","C7","S","N","26.5","0","0",0,"N","2017/08/15",1668,12
"1681",1619,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/05/05",1619,12
"1682",1629,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/05/07",1629,12
"1683",1639,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/05/11",1639,12
"1684",1679,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/05/18",1679,12
"1685",1689,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/05/25",1689,12
"1686",1609,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/06/01",1609,12
"1687",1659,"AFV17a","Casas","C8","N","N","0","0","0",0,"N","2017/06/15",1659,12
"1688",1699,"AFV17a","Casas","C8","S","N","0.5","0","0",0,"S","2017/06/29",1699,12
"1689",1649,"AFV17a","Casas","C8","S","N","0.5","0","0",0,"N","2017/07/13",1649,12
"1690",1669,"AFV17a","Casas","C8","S","N","0.5","0","0",0,"N","2017/08/15",1669,12
"1691",1620,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/05/05",1620,12
"1692",1630,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/05/07",1630,12
"1693",1640,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/05/11",1640,12
"1694",1680,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/05/18",1680,12
"1695",1690,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/05/25",1690,12
"1696",1610,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/06/01",1610,12
"1697",1660,"AFV17a","Casas","C9","N","N","0","0","0",0,"N","2017/06/15",1660,12
"1698",1700,"AFV17a","Casas","C9","S","N","0.1","0","0",0,"S","2017/06/29",1700,12
"1699",1650,"AFV17a","Casas","C9","S","N","0.1","0","0",0,"N","2017/07/13",1650,12
"1700",1670,"AFV17a","Casas","C9","S","N","0.1","0","0",0,"N","2017/08/15",1670,12
"1701",1711,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/05/05",1711,0
"1702",1721,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/05/07",1721,0
"1703",1731,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/05/11",1731,0
"1704",1771,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/05/18",1771,0
"1705",1781,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/05/25",1781,0
"1706",1701,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/06/01",1701,0
"1707",1751,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/06/15",1751,0
"1708",1791,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/06/29",1791,0
"1709",1741,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/07/13",1741,0
"1710",1761,"AFV18","Escadaria Abaixo","C1","N","N","0","0","0",0,"N","2017/08/15",1761,0
"1711",1712,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/05/05",1712,0
"1712",1722,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/05/07",1722,0
"1713",1732,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/05/11",1732,0
"1714",1772,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/05/18",1772,0
"1715",1782,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/05/25",1782,0
"1716",1702,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/06/01",1702,0
"1717",1752,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/06/15",1752,0
"1718",1792,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/06/29",1792,0
"1719",1742,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/07/13",1742,0
"1720",1762,"AFV18","Escadaria Abaixo","C10","N","N","0","0","0",0,"N","2017/08/15",1762,0
"1721",1713,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/05/05",1713,0
"1722",1723,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/05/07",1723,0
"1723",1733,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/05/11",1733,0
"1724",1773,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/05/18",1773,0
"1725",1783,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/05/25",1783,0
"1726",1703,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/06/01",1703,0
"1727",1753,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/06/15",1753,0
"1728",1793,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/06/29",1793,0
"1729",1743,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/07/13",1743,0
"1730",1763,"AFV18","Escadaria Abaixo","C2","N","N","0","0","0",0,"N","2017/08/15",1763,0
"1731",1714,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/05/05",1714,0
"1732",1724,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/05/07",1724,0
"1733",1734,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/05/11",1734,0
"1734",1774,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/05/18",1774,0
"1735",1784,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/05/25",1784,0
"1736",1704,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/06/01",1704,0
"1737",1754,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/06/15",1754,0
"1738",1794,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/06/29",1794,0
"1739",1744,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/07/13",1744,0
"1740",1764,"AFV18","Escadaria Abaixo","C3","N","N","0","0","0",0,"N","2017/08/15",1764,0
"1741",1715,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/05/05",1715,0
"1742",1725,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/05/07",1725,0
"1743",1735,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/05/11",1735,0
"1744",1775,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/05/18",1775,0
"1745",1785,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/05/25",1785,0
"1746",1705,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/06/01",1705,0
"1747",1755,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/06/15",1755,0
"1748",1795,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/06/29",1795,0
"1749",1745,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/07/13",1745,0
"1750",1765,"AFV18","Escadaria Abaixo","C4","N","N","0","0","0",0,"N","2017/08/15",1765,0
"1751",1716,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/05/05",1716,0
"1752",1726,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/05/07",1726,0
"1753",1736,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/05/11",1736,0
"1754",1776,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/05/18",1776,0
"1755",1786,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/05/25",1786,0
"1756",1706,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/06/01",1706,0
"1757",1756,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/06/15",1756,0
"1758",1796,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/06/29",1796,0
"1759",1746,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/07/13",1746,0
"1760",1766,"AFV18","Escadaria Abaixo","C5","N","N","0","0","0",0,"N","2017/08/15",1766,0
"1761",1717,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/05/05",1717,0
"1762",1727,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/05/07",1727,0
"1763",1737,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/05/11",1737,0
"1764",1777,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/05/18",1777,0
"1765",1787,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/05/25",1787,0
"1766",1707,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/06/01",1707,0
"1767",1757,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/06/15",1757,0
"1768",1797,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/06/29",1797,0
"1769",1747,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/07/13",1747,0
"1770",1767,"AFV18","Escadaria Abaixo","C6","N","N","0","0","0",0,"N","2017/08/15",1767,0
"1771",1718,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/05/05",1718,0
"1772",1728,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/05/07",1728,0
"1773",1738,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/05/11",1738,0
"1774",1778,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/05/18",1778,0
"1775",1788,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/05/25",1788,0
"1776",1708,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/06/01",1708,0
"1777",1758,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/06/15",1758,0
"1778",1798,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/06/29",1798,0
"1779",1748,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/07/13",1748,0
"1780",1768,"AFV18","Escadaria Abaixo","C7","N","N","0","0","0",0,"N","2017/08/15",1768,0
"1781",1719,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/05/05",1719,0
"1782",1729,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/05/07",1729,0
"1783",1739,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/05/11",1739,0
"1784",1779,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/05/18",1779,0
"1785",1789,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/05/25",1789,0
"1786",1709,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/06/01",1709,0
"1787",1759,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/06/15",1759,0
"1788",1799,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/06/29",1799,0
"1789",1749,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/07/13",1749,0
"1790",1769,"AFV18","Escadaria Abaixo","C8","N","N","0","0","0",0,"N","2017/08/15",1769,0
"1791",1720,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/05/05",1720,0
"1792",1730,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/05/07",1730,0
"1793",1740,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/05/11",1740,0
"1794",1780,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/05/18",1780,0
"1795",1790,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/05/25",1790,0
"1796",1710,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/06/01",1710,0
"1797",1760,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/06/15",1760,0
"1798",1800,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/06/29",1800,0
"1799",1750,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/07/13",1750,0
"1800",1770,"AFV18","Escadaria Abaixo","C9","N","N","0","0","0",0,"N","2017/08/15",1770,0
