"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","N","Sessenta"
"604",97,"AFV08","Cercado","C7","P","N","15","0",0,0,"S",NA,97,"2018/04/20",97,38
"605",287,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,287,"2018/04/24",287,38
"606",477,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,477,"2018/05/02",477,38
"607",667,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,667,"2018/05/09",667,38
"608",857,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,857,"2018/05/16",857,38
"609",1047,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,1047,"2018/05/30",1047,38
"610",1237,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,1237,"2018/06/14",1237,38
"611",1427,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,1427,"2018/07/02",1427,38
"612",1617,"AFV08","Cercado","C7","P","N","15","0",0,0,"N",NA,1617,"2018/08/01",1617,38
"613",98,"AFV08","Cercado","C8","D","N","21.3","0",0,0,"S",NA,98,"2018/04/20",98,38
"614",288,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"S",NA,288,"2018/04/24",288,38
"615",478,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,478,"2018/05/02",478,38
"616",668,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,668,"2018/05/09",668,38
"617",858,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,858,"2018/05/16",858,38
"618",1048,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,1048,"2018/05/30",1048,38
"619",1238,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,1238,"2018/06/14",1238,38
"620",1428,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,1428,"2018/07/02",1428,38
"621",1618,"AFV08","Cercado","C8","RP","N","21.3","0",0,0,"N",NA,1618,"2018/08/01",1618,38
"622",99,"AFV08","Cercado","C9","P","N","15","0",0,0,"S","Acabou a linha",99,"2018/04/20",99,38
"623",289,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,289,"2018/04/24",289,38
"624",479,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,479,"2018/05/02",479,38
"625",669,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,669,"2018/05/09",669,38
"626",859,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,859,"2018/05/16",859,38
"627",1049,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,1049,"2018/05/30",1049,38
"628",1239,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,1239,"2018/06/14",1239,38
"629",1429,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,1429,"2018/07/02",1429,38
"630",1619,"AFV08","Cercado","C9","P","N","15","0",0,0,"N",NA,1619,"2018/08/01",1619,38
"631",121,"AFV09","Cercado Acima","C1","N","N","0","0",0,0,"N",NA,121,"2018/04/20",121,35
"632",311,"AFV09","Cercado Acima","C1","N","N","0","0",0,0,"N",NA,311,"2018/04/24",311,35
"633",501,"AFV09","Cercado Acima","C1","N","N","0","0",0,0,"N",NA,501,"2018/05/02",501,35
"634",691,"AFV09","Cercado Acima","C1","N","N","0","0",0,0,"N",NA,691,"2018/05/09",691,35
"635",881,"AFV09","Cercado Acima","C1","P","N","12","0",0,0,"S",NA,881,"2018/05/16",881,35
"636",1071,"AFV09","Cercado Acima","C1","P","N","12","0",0,0,"N",NA,1071,"2018/05/30",1071,35
"637",1261,"AFV09","Cercado Acima","C1","P","N","12","0",0,0,"N",NA,1261,"2018/06/14",1261,35
"638",1451,"AFV09","Cercado Acima","C1","P","N","12","0",0,0,"N",NA,1451,"2018/07/02",1451,35
"639",1641,"AFV09","Cercado Acima","C1","P","N","12","0",0,0,"N",NA,1641,"2018/08/01",1641,35
"640",130,"AFV09","Cercado Acima","C10","N","N","0","0",0,0,"N",NA,130,"2018/04/20",130,35
"641",320,"AFV09","Cercado Acima","C10","N","N","0","0",0,0,"N",NA,320,"2018/04/24",320,35
"642",510,"AFV09","Cercado Acima","C10","N","N","0","0",0,0,"N",NA,510,"2018/05/02",510,35
"643",700,"AFV09","Cercado Acima","C10","N","N","0","0",0,0,"N",NA,700,"2018/05/09",700,35
"644",890,"AFV09","Cercado Acima","C10","P","N","12","0",0,0,"S",NA,890,"2018/05/16",890,35
"645",1080,"AFV09","Cercado Acima","C10","P","N","12","0",0,0,"N",NA,1080,"2018/05/30",1080,35
"646",1270,"AFV09","Cercado Acima","C10","P","N","12","0",0,0,"N",NA,1270,"2018/06/14",1270,35
"647",1460,"AFV09","Cercado Acima","C10","P","N","12","0",0,0,"N",NA,1460,"2018/07/02",1460,35
"648",1650,"AFV09","Cercado Acima","C10","P","N","12","0",0,0,"N",NA,1650,"2018/08/01",1650,35
"649",122,"AFV09","Cercado Acima","C2","N","N","0","0",0,0,"N",NA,122,"2018/04/20",122,35
"650",312,"AFV09","Cercado Acima","C2","N","N","0","0",0,0,"N",NA,312,"2018/04/24",312,35
"651",502,"AFV09","Cercado Acima","C2","D","S","13","0",0,0,"S",NA,502,"2018/05/02",502,35
"652",692,"AFV09","Cercado Acima","C2","D","S","13","0",0,0,"N",NA,692,"2018/05/09",692,35
"653",882,"AFV09","Cercado Acima","C2","D","S","13","0",0,0,"N",NA,882,"2018/05/16",882,35
"654",1072,"AFV09","Cercado Acima","C2","RP","N","13","0",0,0,"S",NA,1072,"2018/05/30",1072,35
"655",1262,"AFV09","Cercado Acima","C2","RP","N","13","0",0,0,"N",NA,1262,"2018/06/14",1262,35
"656",1452,"AFV09","Cercado Acima","C2","RP","N","13","0",0,0,"N",NA,1452,"2018/07/02",1452,35
"657",1642,"AFV09","Cercado Acima","C2","RP","N","13","0",0,0,"N",NA,1642,"2018/08/01",1642,35
"658",123,"AFV09","Cercado Acima","C3","N","N","0","0",0,0,"N",NA,123,"2018/04/20",123,35
"659",313,"AFV09","Cercado Acima","C3","N","N","0","0",0,0,"N",NA,313,"2018/04/24",313,35
"660",503,"AFV09","Cercado Acima","C3","D","S","19","0",0,0,"S",NA,503,"2018/05/02",503,35
"661",693,"AFV09","Cercado Acima","C3","D","S","19","0",0,0,"N",NA,693,"2018/05/09",693,35
"662",883,"AFV09","Cercado Acima","C3","D","S","19","0",0,0,"N",NA,883,"2018/05/16",883,35
"663",1073,"AFV09","Cercado Acima","C3","RP","N","19","0",0,0,"S",NA,1073,"2018/05/30",1073,35
"664",1263,"AFV09","Cercado Acima","C3","RP","N","19","0",0,0,"N",NA,1263,"2018/06/14",1263,35
"665",1453,"AFV09","Cercado Acima","C3","RP","N","19","0",0,0,"N",NA,1453,"2018/07/02",1453,35
"666",1643,"AFV09","Cercado Acima","C3","RP","N","19","0",0,0,"N",NA,1643,"2018/08/01",1643,35
"667",124,"AFV09","Cercado Acima","C4","N","N","0","0",0,0,"N",NA,124,"2018/04/20",124,35
"668",314,"AFV09","Cercado Acima","C4","N","N","0","0",0,0,"N",NA,314,"2018/04/24",314,35
"669",504,"AFV09","Cercado Acima","C4","D","S","19","0",0,0,"S",NA,504,"2018/05/02",504,35
"670",694,"AFV09","Cercado Acima","C4","D","S","19","0",0,0,"N",NA,694,"2018/05/09",694,35
"671",884,"AFV09","Cercado Acima","C4","RP","N","19","0",0,0,"S",NA,884,"2018/05/16",884,35
"672",1074,"AFV09","Cercado Acima","C4","RP","N","19","0",0,0,"N",NA,1074,"2018/05/30",1074,35
"673",1264,"AFV09","Cercado Acima","C4","RP","N","19","0",0,0,"N",NA,1264,"2018/06/14",1264,35
"674",1454,"AFV09","Cercado Acima","C4","RP","N","19","0",0,0,"N",NA,1454,"2018/07/02",1454,35
"675",1644,"AFV09","Cercado Acima","C4","RP","N","19","0",0,0,"N",NA,1644,"2018/08/01",1644,35
"676",125,"AFV09","Cercado Acima","C5","N","N","0","0",0,0,"N",NA,125,"2018/04/20",125,35
"677",315,"AFV09","Cercado Acima","C5","N","N","0","0",0,0,"N",NA,315,"2018/04/24",315,35
"678",505,"AFV09","Cercado Acima","C5","D","S","26","0",0,0,"S",NA,505,"2018/05/02",505,35
"679",695,"AFV09","Cercado Acima","C5","D","S","26","0",0,0,"N",NA,695,"2018/05/09",695,35
"680",885,"AFV09","Cercado Acima","C5","RP","N","0","0",0,0,"S",NA,885,"2018/05/16",885,35
"681",1075,"AFV09","Cercado Acima","C5","RP","N","0","0",0,0,"N",NA,1075,"2018/05/30",1075,35
"682",1265,"AFV09","Cercado Acima","C5","RP","N","0","0",0,0,"N",NA,1265,"2018/06/14",1265,35
"683",1455,"AFV09","Cercado Acima","C5","RP","N","0","0",0,0,"N",NA,1455,"2018/07/02",1455,35
"684",1645,"AFV09","Cercado Acima","C5","RP","N","0","0",0,0,"N",NA,1645,"2018/08/01",1645,35
"685",126,"AFV09","Cercado Acima","C6","N","N","0","0",0,0,"N",NA,126,"2018/04/20",126,35
"686",316,"AFV09","Cercado Acima","C6","N","N","0","0",0,0,"N",NA,316,"2018/04/24",316,35
"687",506,"AFV09","Cercado Acima","C6","N","N","0","0",0,0,"N",NA,506,"2018/05/02",506,35
"688",696,"AFV09","Cercado Acima","C6","N","N","0","0",0,0,"N",NA,696,"2018/05/09",696,35
"689",886,"AFV09","Cercado Acima","C6","D","N","23","0",0,0,"S",NA,886,"2018/05/16",886,35
"690",1076,"AFV09","Cercado Acima","C6","RP","N","0","0",0,0,"S",NA,1076,"2018/05/30",1076,35
"691",1266,"AFV09","Cercado Acima","C6","RP","N","0","0",0,0,"N",NA,1266,"2018/06/14",1266,35
"692",1456,"AFV09","Cercado Acima","C6","RP","N","0","0",0,0,"N",NA,1456,"2018/07/02",1456,35
"693",1646,"AFV09","Cercado Acima","C6","RP","N","0","0",0,0,"N",NA,1646,"2018/08/01",1646,35
"694",127,"AFV09","Cercado Acima","C7","N","N","0","0",0,0,"N",NA,127,"2018/04/20",127,35
"695",317,"AFV09","Cercado Acima","C7","N","N","0","0",0,0,"N",NA,317,"2018/04/24",317,35
"696",507,"AFV09","Cercado Acima","C7","D","S","8","0",0,0,"S",NA,507,"2018/05/02",507,35
"697",697,"AFV09","Cercado Acima","C7","D","S","8","0",0,0,"N",NA,697,"2018/05/09",697,35
"698",887,"AFV09","Cercado Acima","C7","D","S","8","0",0,0,"N",NA,887,"2018/05/16",887,35
"699",1077,"AFV09","Cercado Acima","C7","RP","N","0","0",0,0,"S",NA,1077,"2018/05/30",1077,35
"700",1267,"AFV09","Cercado Acima","C7","RP","N","0","0",0,0,"N",NA,1267,"2018/06/14",1267,35
"701",1457,"AFV09","Cercado Acima","C7","RP","N","0","0",0,0,"N",NA,1457,"2018/07/02",1457,35
"702",1647,"AFV09","Cercado Acima","C7","RP","N","0","0",0,0,"N",NA,1647,"2018/08/01",1647,35
"703",128,"AFV09","Cercado Acima","C8","N","N","0","0",0,0,"N",NA,128,"2018/04/20",128,35
"704",318,"AFV09","Cercado Acima","C8","N","N","0","0",0,0,"N",NA,318,"2018/04/24",318,35
"705",508,"AFV09","Cercado Acima","C8","N","N","0","0",0,0,"N",NA,508,"2018/05/02",508,35
"706",698,"AFV09","Cercado Acima","C8","N","N","0","0",0,0,"N",NA,698,"2018/05/09",698,35
"707",888,"AFV09","Cercado Acima","C8","P","N","0","0",0,0,"S",NA,888,"2018/05/16",888,35
"708",1078,"AFV09","Cercado Acima","C8","P","N","0","0",0,0,"N",NA,1078,"2018/05/30",1078,35
"709",1268,"AFV09","Cercado Acima","C8","P","N","0","0",0,0,"N",NA,1268,"2018/06/14",1268,35
"710",1458,"AFV09","Cercado Acima","C8","P","N","0","0",0,0,"N",NA,1458,"2018/07/02",1458,35
"711",1648,"AFV09","Cercado Acima","C8","P","N","0","0",0,0,"N",NA,1648,"2018/08/01",1648,35
"712",129,"AFV09","Cercado Acima","C9","N","N","0","0",0,0,"N",NA,129,"2018/04/20",129,35
"713",319,"AFV09","Cercado Acima","C9","N","N","0","0",0,0,"N",NA,319,"2018/04/24",319,35
"714",509,"AFV09","Cercado Acima","C9","N","N","0","0",0,0,"N",NA,509,"2018/05/02",509,35
"715",699,"AFV09","Cercado Acima","C9","N","N","0","0",0,0,"N",NA,699,"2018/05/09",699,35
"716",889,"AFV09","Cercado Acima","C9","N","N","0","0",0,0,"N",NA,889,"2018/05/16",889,35
"717",1079,"AFV09","Cercado Acima","C9","P","N","0","0",0,0,"S",NA,1079,"2018/05/30",1079,35
"718",1269,"AFV09","Cercado Acima","C9","P","N","0","0",0,0,"N",NA,1269,"2018/06/14",1269,35
"719",1459,"AFV09","Cercado Acima","C9","P","N","0","0",0,0,"N",NA,1459,"2018/07/02",1459,35
"720",1649,"AFV09","Cercado Acima","C9","P","N","0","0",0,0,"N",NA,1649,"2018/08/01",1649,35
"721",51,"AFV10a","Banheira","C1","N","N","0","0",0,0,"N",NA,51,"2018/04/20",51,42.35294118
"722",241,"AFV10a","Banheira","C1","N","N","0","0",0,0,"N",NA,241,"2018/04/24",241,42.35294118
"723",431,"AFV10a","Banheira","C1","N","N","0","0",0,0,"N",NA,431,"2018/05/02",431,42.35294118
"724",621,"AFV10a","Banheira","C1","N","N","0","0",0,0,"N",NA,621,"2018/05/09",621,42.35294118
"725",811,"AFV10a","Banheira","C1","N","N","0","0",0,0,"N",NA,811,"2018/05/16",811,42.35294118
"726",1001,"AFV10a","Banheira","C1","P","N","0","0",0,0,"S",NA,1001,"2018/05/30",1001,42.35294118
"727",1191,"AFV10a","Banheira","C1","P","N","0","0",0,0,"N",NA,1191,"2018/06/14",1191,42.35294118
"728",1381,"AFV10a","Banheira","C1","P","N","0","0",0,0,"N",NA,1381,"2018/07/02",1381,42.35294118
"729",1571,"AFV10a","Banheira","C1","P","N","0","0",0,0,"N",NA,1571,"2018/08/01",1571,42.35294118
"730",60,"AFV10a","Banheira","C10","N","N","0","0",0,0,"N",NA,60,"2018/04/20",60,42.35294118
"731",250,"AFV10a","Banheira","C10","N","N","0","0",0,0,"N",NA,250,"2018/04/24",250,42.35294118
"732",440,"AFV10a","Banheira","C10","N","N","0","0",0,0,"N",NA,440,"2018/05/02",440,42.35294118
"733",630,"AFV10a","Banheira","C10","N","N","0","0",0,0,"N",NA,630,"2018/05/09",630,42.35294118
"734",820,"AFV10a","Banheira","C10","S","N","0","0",0,0,"S",NA,820,"2018/05/16",820,42.35294118
"735",1010,"AFV10a","Banheira","C10","S","N","0","0",0,0,"S",NA,1010,"2018/05/30",1010,42.35294118
"736",1200,"AFV10a","Banheira","C10","S","N","0","0",0,0,"S",NA,1200,"2018/06/14",1200,42.35294118
"737",1390,"AFV10a","Banheira","C10","S","N","0","0",0,0,"S",NA,1390,"2018/07/02",1390,42.35294118
"738",1580,"AFV10a","Banheira","C10","S","N","0","0",0,0,"S",NA,1580,"2018/08/01",1580,42.35294118
"739",52,"AFV10a","Banheira","C2","N","N","0","0",0,0,"N",NA,52,"2018/04/20",52,42.35294118
"740",242,"AFV10a","Banheira","C2","N","N","0","0",0,0,"N",NA,242,"2018/04/24",242,42.35294118
"741",432,"AFV10a","Banheira","C2","D","S","7","0",0,0,"S",NA,432,"2018/05/02",432,42.35294118
"742",622,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"S",NA,622,"2018/05/09",622,42.35294118
"743",812,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"N",NA,812,"2018/05/16",812,42.35294118
"744",1002,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"N",NA,1002,"2018/05/30",1002,42.35294118
"745",1192,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"N",NA,1192,"2018/06/14",1192,42.35294118
"746",1382,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"N",NA,1382,"2018/07/02",1382,42.35294118
"747",1572,"AFV10a","Banheira","C2","RP","N","0","0",0,0,"N",NA,1572,"2018/08/01",1572,42.35294118
"748",53,"AFV10a","Banheira","C3","N","N","0","0",0,0,"N",NA,53,"2018/04/20",53,42.35294118
"749",243,"AFV10a","Banheira","C3","N","N","0","0",0,0,"N",NA,243,"2018/04/24",243,42.35294118
"750",433,"AFV10a","Banheira","C3","N","N","0","0",0,0,"N",NA,433,"2018/05/02",433,42.35294118
"751",623,"AFV10a","Banheira","C3","N","N","0","0",0,0,"N",NA,623,"2018/05/09",623,42.35294118
"752",813,"AFV10a","Banheira","C3","N","N","0","0",0,0,"N",NA,813,"2018/05/16",813,42.35294118
"753",1003,"AFV10a","Banheira","C3","P","N","0","0",0,0,"S",NA,1003,"2018/05/30",1003,42.35294118
"754",1193,"AFV10a","Banheira","C3","P","N","0","0",0,0,"N",NA,1193,"2018/06/14",1193,42.35294118
"755",1383,"AFV10a","Banheira","C3","P","N","0","0",0,0,"N",NA,1383,"2018/07/02",1383,42.35294118
"756",1573,"AFV10a","Banheira","C3","P","N","0","0",0,0,"N",NA,1573,"2018/08/01",1573,42.35294118
"757",54,"AFV10a","Banheira","C4","N","N","0","0",0,0,"N",NA,54,"2018/04/20",54,42.35294118
"758",244,"AFV10a","Banheira","C4","N","N","0","0",0,0,"N",NA,244,"2018/04/24",244,42.35294118
"759",434,"AFV10a","Banheira","C4","N","N","0","0",0,0,"N",NA,434,"2018/05/02",434,42.35294118
"760",624,"AFV10a","Banheira","C4","N","N","0","0",0,0,"N",NA,624,"2018/05/09",624,42.35294118
"761",814,"AFV10a","Banheira","C4","N","N","0","0",0,0,"N",NA,814,"2018/05/16",814,42.35294118
"762",1004,"AFV10a","Banheira","C4","P","N","0","0",0,0,"S",NA,1004,"2018/05/30",1004,42.35294118
"763",1194,"AFV10a","Banheira","C4","P","N","0","0",0,0,"N",NA,1194,"2018/06/14",1194,42.35294118
"764",1384,"AFV10a","Banheira","C4","P","N","0","0",0,0,"N",NA,1384,"2018/07/02",1384,42.35294118
"765",1574,"AFV10a","Banheira","C4","P","N","0","0",0,0,"N",NA,1574,"2018/08/01",1574,42.35294118
"766",55,"AFV10a","Banheira","C5","N","N","0","0",0,0,"N",NA,55,"2018/04/20",55,42.35294118
"767",245,"AFV10a","Banheira","C5","N","N","0","0",0,0,"N",NA,245,"2018/04/24",245,42.35294118
"768",435,"AFV10a","Banheira","C5","D","N","8.3","0",0,0,"S",NA,435,"2018/05/02",435,42.35294118
"769",625,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"S",NA,625,"2018/05/09",625,42.35294118
"770",815,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"N",NA,815,"2018/05/16",815,42.35294118
"771",1005,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"N",NA,1005,"2018/05/30",1005,42.35294118
"772",1195,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"N",NA,1195,"2018/06/14",1195,42.35294118
"773",1385,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"N",NA,1385,"2018/07/02",1385,42.35294118
"774",1575,"AFV10a","Banheira","C5","RP","N","0","0",0,0,"N",NA,1575,"2018/08/01",1575,42.35294118
"775",56,"AFV10a","Banheira","C6","N","N","0","0",0,0,"N",NA,56,"2018/04/20",56,42.35294118
"776",246,"AFV10a","Banheira","C6","N","N","0","0",0,0,"N",NA,246,"2018/04/24",246,42.35294118
"777",436,"AFV10a","Banheira","C6","N","N","0","0",0,0,"N",NA,436,"2018/05/02",436,42.35294118
"778",626,"AFV10a","Banheira","C6","N","N","0","0",0,0,"N",NA,626,"2018/05/09",626,42.35294118
"779",816,"AFV10a","Banheira","C6","D","S","3","0",0,0,"S",NA,816,"2018/05/16",816,42.35294118
"780",1006,"AFV10a","Banheira","C6","RP","S","3","0",0,0,"S",NA,1006,"2018/05/30",1006,42.35294118
"781",1196,"AFV10a","Banheira","C6","RP","S","3","0",0,0,"N",NA,1196,"2018/06/14",1196,42.35294118
"782",1386,"AFV10a","Banheira","C6","RP","S","3","0",0,0,"N",NA,1386,"2018/07/02",1386,42.35294118
"783",1576,"AFV10a","Banheira","C6","RP","S","3","0",0,0,"N",NA,1576,"2018/08/01",1576,42.35294118
"784",57,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,57,"2018/04/20",57,42.35294118
"785",247,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,247,"2018/04/24",247,42.35294118
"786",437,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,437,"2018/05/02",437,42.35294118
"787",627,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,627,"2018/05/09",627,42.35294118
"788",817,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,817,"2018/05/16",817,42.35294118
"789",1007,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,1007,"2018/05/30",1007,42.35294118
"790",1197,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,1197,"2018/06/14",1197,42.35294118
"791",1387,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,1387,"2018/07/02",1387,42.35294118
"792",1577,"AFV10a","Banheira","C7","N","N","0","0",0,0,"N",NA,1577,"2018/08/01",1577,42.35294118
"793",58,"AFV10a","Banheira","C8","N","N","0","0",0,0,"N",NA,58,"2018/04/20",58,42.35294118
"794",248,"AFV10a","Banheira","C8","N","N","0","0",0,0,"N",NA,248,"2018/04/24",248,42.35294118
"795",438,"AFV10a","Banheira","C8","N","N","0","0",0,0,"N",NA,438,"2018/05/02",438,42.35294118
"796",628,"AFV10a","Banheira","C8","N","N","0","0",0,0,"N",NA,628,"2018/05/09",628,42.35294118
"797",818,"AFV10a","Banheira","C8","N","N","0","0",0,0,"N",NA,818,"2018/05/16",818,42.35294118
"798",1008,"AFV10a","Banheira","C8","S","N","0","0",0,0,"S",NA,1008,"2018/05/30",1008,42.35294118
"799",1198,"AFV10a","Banheira","C8","S","N","0","0",0,0,"N",NA,1198,"2018/06/14",1198,42.35294118
"800",1388,"AFV10a","Banheira","C8","S","N","0","0",0,0,"N",NA,1388,"2018/07/02",1388,42.35294118
"801",1578,"AFV10a","Banheira","C8","S","N","0","0",0,0,"N",NA,1578,"2018/08/01",1578,42.35294118
"802",59,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,59,"2018/04/20",59,42.35294118
"803",249,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,249,"2018/04/24",249,42.35294118
"804",439,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,439,"2018/05/02",439,42.35294118
"805",629,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,629,"2018/05/09",629,42.35294118
"806",819,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,819,"2018/05/16",819,42.35294118
"807",1009,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,1009,"2018/05/30",1009,42.35294118
"808",1199,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,1199,"2018/06/14",1199,42.35294118
"809",1389,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,1389,"2018/07/02",1389,42.35294118
"810",1579,"AFV10a","Banheira","C9","N","N","0","0",0,0,"N",NA,1579,"2018/08/01",1579,42.35294118
"811",61,"AFV11","Casa do Pesquisador","C1","N","N","0","0",0,0,"N",NA,61,"2018/04/20",61,28
"812",251,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"S",NA,251,"2018/04/24",251,28
"813",441,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,441,"2018/05/02",441,28
"814",631,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,631,"2018/05/09",631,28
"815",821,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,821,"2018/05/16",821,28
"816",1011,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,1011,"2018/05/30",1011,28
"817",1201,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,1201,"2018/06/14",1201,28
"818",1391,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,1391,"2018/07/02",1391,28
"819",1581,"AFV11","Casa do Pesquisador","C1","S","N","60","0",0,0,"N",NA,1581,"2018/08/01",1581,28
"820",70,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"S",NA,70,"2018/04/20",70,28
"821",260,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,260,"2018/04/24",260,28
"822",450,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,450,"2018/05/02",450,28
"823",640,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,640,"2018/05/09",640,28
"824",830,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,830,"2018/05/16",830,28
"825",1020,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,1020,"2018/05/30",1020,28
"826",1210,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,1210,"2018/06/14",1210,28
"827",1400,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,1400,"2018/07/02",1400,28
"828",1590,"AFV11","Casa do Pesquisador","C10","S","N","33","0",0,0,"N",NA,1590,"2018/08/01",1590,28
"829",62,"AFV11","Casa do Pesquisador","C2","N","N","0","0",0,0,"N",NA,62,"2018/04/20",62,28
"830",252,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"S",NA,252,"2018/04/24",252,28
"831",442,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,442,"2018/05/02",442,28
"832",632,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,632,"2018/05/09",632,28
"833",822,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,822,"2018/05/16",822,28
"834",1012,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,1012,"2018/05/30",1012,28
"835",1202,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,1202,"2018/06/14",1202,28
"836",1392,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,1392,"2018/07/02",1392,28
"837",1582,"AFV11","Casa do Pesquisador","C2","D","S","28.5","0",0,0,"N",NA,1582,"2018/08/01",1582,28
"838",63,"AFV11","Casa do Pesquisador","C3","D","N","9.3","0",0,0,"S",NA,63,"2018/04/20",63,28
"839",253,"AFV11","Casa do Pesquisador","C3","D","N","9.3","0",0,0,"N",NA,253,"2018/04/24",253,28
"840",443,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"S",NA,443,"2018/05/02",443,28
"841",633,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,633,"2018/05/09",633,28
"842",823,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,823,"2018/05/16",823,28
"843",1013,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,1013,"2018/05/30",1013,28
"844",1203,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,1203,"2018/06/14",1203,28
"845",1393,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,1393,"2018/07/02",1393,28
"846",1583,"AFV11","Casa do Pesquisador","C3","D","S","30","21",0,0,"N",NA,1583,"2018/08/01",1583,28
"847",64,"AFV11","Casa do Pesquisador","C4","D","S","16","0",0,0,"S",NA,64,"2018/04/20",64,28
"848",254,"AFV11","Casa do Pesquisador","C4","D","S","16","0",0,0,"N",NA,254,"2018/04/24",254,28
"849",444,"AFV11","Casa do Pesquisador","C4","D","S","49","32",0,0,"S",NA,444,"2018/05/02",444,28
