"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","N","Sessenta"
"117",1622,"AFV03","Circuito Mylena","C2","S","N","0","0",0,0,"N",NA,1622,"2018/08/01",1622,12.85714286
"118",103,"AFV03","Circuito Mylena","C3","N","N","0","0",0,0,"N",NA,103,"2018/04/20",103,12.85714286
"119",293,"AFV03","Circuito Mylena","C3","N","N","0","0",0,0,"N",NA,293,"2018/04/24",293,12.85714286
"120",483,"AFV03","Circuito Mylena","C3","N","N","0","0",0,0,"N",NA,483,"2018/05/02",483,12.85714286
"121",673,"AFV03","Circuito Mylena","C3","N","N","0","0",0,0,"N",NA,673,"2018/05/09",673,12.85714286
"122",863,"AFV03","Circuito Mylena","C3","N","N","0","0",0,0,"N",NA,863,"2018/05/16",863,12.85714286
"123",1053,"AFV03","Circuito Mylena","C3","S","N","0","0",0,0,"S",NA,1053,"2018/05/30",1053,12.85714286
"124",1243,"AFV03","Circuito Mylena","C3","S","N","0","0",0,0,"N",NA,1243,"2018/06/14",1243,12.85714286
"125",1433,"AFV03","Circuito Mylena","C3","S","N","0","0",0,0,"N",NA,1433,"2018/07/02",1433,12.85714286
"126",1623,"AFV03","Circuito Mylena","C3","S","N","0","0",0,0,"N",NA,1623,"2018/08/01",1623,12.85714286
"127",104,"AFV03","Circuito Mylena","C4","N","N","0","0",0,0,"N",NA,104,"2018/04/20",104,12.85714286
"128",294,"AFV03","Circuito Mylena","C4","N","N","0","0",0,0,"N",NA,294,"2018/04/24",294,12.85714286
"129",484,"AFV03","Circuito Mylena","C4","N","N","0","0",0,0,"N",NA,484,"2018/05/02",484,12.85714286
"130",674,"AFV03","Circuito Mylena","C4","N","N","0","0",0,0,"N",NA,674,"2018/05/09",674,12.85714286
"131",864,"AFV03","Circuito Mylena","C4","N","N","0","0",0,0,"N",NA,864,"2018/05/16",864,12.85714286
"132",1054,"AFV03","Circuito Mylena","C4","D","S","22","0",0,0,"S",NA,1054,"2018/05/30",1054,12.85714286
"133",1244,"AFV03","Circuito Mylena","C4","D","S","22","0",0,0,"N",NA,1244,"2018/06/14",1244,12.85714286
"134",1434,"AFV03","Circuito Mylena","C4","D","S","22","0",0,0,"N",NA,1434,"2018/07/02",1434,12.85714286
"135",1624,"AFV03","Circuito Mylena","C4","D","S","22","0",0,0,"N",NA,1624,"2018/08/01",1624,12.85714286
"136",105,"AFV03","Circuito Mylena","C5","N","N","0","0",0,0,"N",NA,105,"2018/04/20",105,12.85714286
"137",295,"AFV03","Circuito Mylena","C5","N","N","0","0",0,0,"N",NA,295,"2018/04/24",295,12.85714286
"138",485,"AFV03","Circuito Mylena","C5","N","N","0","0",0,0,"N",NA,485,"2018/05/02",485,12.85714286
"139",675,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"S",NA,675,"2018/05/09",675,12.85714286
"140",865,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"N",NA,865,"2018/05/16",865,12.85714286
"141",1055,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"N",NA,1055,"2018/05/30",1055,12.85714286
"142",1245,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"N",NA,1245,"2018/06/14",1245,12.85714286
"143",1435,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"N",NA,1435,"2018/07/02",1435,12.85714286
"144",1625,"AFV03","Circuito Mylena","C5","D","N","0","0",0,0,"N",NA,1625,"2018/08/01",1625,12.85714286
"145",106,"AFV03","Circuito Mylena","C6","N","N","0","0",0,0,"N",NA,106,"2018/04/20",106,12.85714286
"146",296,"AFV03","Circuito Mylena","C6","N","N","0","0",0,0,"N",NA,296,"2018/04/24",296,12.85714286
"147",486,"AFV03","Circuito Mylena","C6","N","N","0","0",0,0,"N",NA,486,"2018/05/02",486,12.85714286
"148",676,"AFV03","Circuito Mylena","C6","N","N","0","0",0,0,"N",NA,676,"2018/05/09",676,12.85714286
"149",866,"AFV03","Circuito Mylena","C6","S","N","0","0",0,0,"S",NA,866,"2018/05/16",866,12.85714286
"150",1056,"AFV03","Circuito Mylena","C6","S","N","0","0",0,0,"15",NA,1056,"2018/05/30",1056,12.85714286
"151",1246,"AFV03","Circuito Mylena","C6","S","N","0","0",0,0,"N",NA,1246,"2018/06/14",1246,12.85714286
"152",1436,"AFV03","Circuito Mylena","C6","S","N","0","0",0,0,"N",NA,1436,"2018/07/02",1436,12.85714286
"153",1626,"AFV03","Circuito Mylena","C6","S","N","0","0",0,0,"N",NA,1626,"2018/08/01",1626,12.85714286
"154",107,"AFV03","Circuito Mylena","C7","N","N","0","0",0,0,"N",NA,107,"2018/04/20",107,12.85714286
"155",297,"AFV03","Circuito Mylena","C7","N","N","0","0",0,0,"N",NA,297,"2018/04/24",297,12.85714286
"156",487,"AFV03","Circuito Mylena","C7","N","N","0","0",0,0,"N",NA,487,"2018/05/02",487,12.85714286
"157",677,"AFV03","Circuito Mylena","C7","N","N","0","0",0,0,"N",NA,677,"2018/05/09",677,12.85714286
"158",867,"AFV03","Circuito Mylena","C7","N","N","0","0",0,0,"N",NA,867,"2018/05/16",867,12.85714286
"159",1057,"AFV03","Circuito Mylena","C7","D","S","8","0",0,0,"S",NA,1057,"2018/05/30",1057,12.85714286
"160",1247,"AFV03","Circuito Mylena","C7","D","S","8","0",0,0,"N",NA,1247,"2018/06/14",1247,12.85714286
"161",1437,"AFV03","Circuito Mylena","C7","D","S","8","0",0,0,"N",NA,1437,"2018/07/02",1437,12.85714286
"162",1627,"AFV03","Circuito Mylena","C7","D","S","8","0",0,0,"N",NA,1627,"2018/08/01",1627,12.85714286
"163",108,"AFV03","Circuito Mylena","C8","N","N","0","0",0,0,"N",NA,108,"2018/04/20",108,12.85714286
"164",298,"AFV03","Circuito Mylena","C8","N","N","0","0",0,0,"N",NA,298,"2018/04/24",298,12.85714286
"165",488,"AFV03","Circuito Mylena","C8","D","S","13","0",0,0,"S",NA,488,"2018/05/02",488,12.85714286
"166",678,"AFV03","Circuito Mylena","C8","D","S","13","0",0,0,"N",NA,678,"2018/05/09",678,12.85714286
"167",868,"AFV03","Circuito Mylena","C8","S","N","0","0",0,0,"S",NA,868,"2018/05/16",868,12.85714286
"168",1058,"AFV03","Circuito Mylena","C8","S","N","0","0",0,0,"N",NA,1058,"2018/05/30",1058,12.85714286
"169",1248,"AFV03","Circuito Mylena","C8","S","N","0","0",0,0,"N",NA,1248,"2018/06/14",1248,12.85714286
"170",1438,"AFV03","Circuito Mylena","C8","S","N","0","0",0,0,"N",NA,1438,"2018/07/02",1438,12.85714286
"171",1628,"AFV03","Circuito Mylena","C8","S","N","0","0",0,0,"N",NA,1628,"2018/08/01",1628,12.85714286
"172",109,"AFV03","Circuito Mylena","C9","N","N","0","0",0,0,"N",NA,109,"2018/04/20",109,12.85714286
"173",299,"AFV03","Circuito Mylena","C9","N","N","0","0",0,0,"N",NA,299,"2018/04/24",299,12.85714286
"174",489,"AFV03","Circuito Mylena","C9","N","N","0","0",0,0,"N",NA,489,"2018/05/02",489,12.85714286
"175",679,"AFV03","Circuito Mylena","C9","N","N","0","0",0,0,"N",NA,679,"2018/05/09",679,12.85714286
"176",869,"AFV03","Circuito Mylena","C9","S","N","0","0",0,0,"S",NA,869,"2018/05/16",869,12.85714286
"177",1059,"AFV03","Circuito Mylena","C9","S","N","0","0",0,0,"N",NA,1059,"2018/05/30",1059,12.85714286
"178",1249,"AFV03","Circuito Mylena","C9","S","N","0","0",0,0,"N",NA,1249,"2018/06/14",1249,12.85714286
"179",1439,"AFV03","Circuito Mylena","C9","S","N","0","0",0,0,"N",NA,1439,"2018/07/02",1439,12.85714286
"180",1629,"AFV03","Circuito Mylena","C9","S","N","0","0",0,0,"N",NA,1629,"2018/08/01",1629,12.85714286
"181",111,"AFV04","Estrada Excelsior","C1","N","N","0","0",0,0,"N",NA,111,"2018/04/20",111,21.25
"182",301,"AFV04","Estrada Excelsior","C1","N","N","0","0",0,0,"N",NA,301,"2018/04/24",301,21.25
"183",491,"AFV04","Estrada Excelsior","C1","N","N","0","0",0,0,"N",NA,491,"2018/05/02",491,21.25
"184",681,"AFV04","Estrada Excelsior","C1","N","N","0","0",0,0,"N",NA,681,"2018/05/09",681,21.25
"185",871,"AFV04","Estrada Excelsior","C1","N","N","0","0",0,0,"N",NA,871,"2018/05/16",871,21.25
"186",1061,"AFV04","Estrada Excelsior","C1","D","S","12","0",0,0,"S",NA,1061,"2018/05/30",1061,21.25
"187",1251,"AFV04","Estrada Excelsior","C1","D","S","12","0",0,0,"N",NA,1251,"2018/06/14",1251,21.25
"188",1441,"AFV04","Estrada Excelsior","C1","D","S","12","0",0,0,"N",NA,1441,"2018/07/02",1441,21.25
"189",1631,"AFV04","Estrada Excelsior","C1","D","S","12","0",0,0,"N",NA,1631,"2018/08/01",1631,21.25
"190",120,"AFV04","Estrada Excelsior","C10","N","N","0","0",0,0,"N",NA,120,"2018/04/20",120,21.25
"191",310,"AFV04","Estrada Excelsior","C10","N","N","0","0",0,0,"N",NA,310,"2018/04/24",310,21.25
"192",500,"AFV04","Estrada Excelsior","C10","N","N","0","0",0,0,"N",NA,500,"2018/05/02",500,21.25
"193",690,"AFV04","Estrada Excelsior","C10","N","N","0","0",0,0,"N",NA,690,"2018/05/09",690,21.25
"194",880,"AFV04","Estrada Excelsior","C10","S","N","0","0",0,0,"S",NA,880,"2018/05/16",880,21.25
"195",1070,"AFV04","Estrada Excelsior","C10","S","N","0","0",0,0,"N",NA,1070,"2018/05/30",1070,21.25
"196",1260,"AFV04","Estrada Excelsior","C10","S","N","0","0",0,0,"N",NA,1260,"2018/06/14",1260,21.25
"197",1450,"AFV04","Estrada Excelsior","C10","S","N","0","0",0,0,"N",NA,1450,"2018/07/02",1450,21.25
"198",1640,"AFV04","Estrada Excelsior","C10","S","N","0","0",0,0,"N",NA,1640,"2018/08/01",1640,21.25
"199",112,"AFV04","Estrada Excelsior","C2","N","N","0","0",0,0,"N",NA,112,"2018/04/20",112,21.25
"200",302,"AFV04","Estrada Excelsior","C2","N","N","0","0",0,0,"N",NA,302,"2018/04/24",302,21.25
"201",492,"AFV04","Estrada Excelsior","C2","N","N","0","0",0,0,"N",NA,492,"2018/05/02",492,21.25
"202",682,"AFV04","Estrada Excelsior","C2","N","N","0","0",0,0,"N",NA,682,"2018/05/09",682,21.25
"203",872,"AFV04","Estrada Excelsior","C2","N","N","21","0",0,0,"N",NA,872,"2018/05/16",872,21.25
"204",1062,"AFV04","Estrada Excelsior","C2","D","S","21","0",0,0,"S",NA,1062,"2018/05/30",1062,21.25
"205",1252,"AFV04","Estrada Excelsior","C2","D","S","21","0",0,0,"N",NA,1252,"2018/06/14",1252,21.25
"206",1442,"AFV04","Estrada Excelsior","C2","D","S","21","0",0,0,"N",NA,1442,"2018/07/02",1442,21.25
"207",1632,"AFV04","Estrada Excelsior","C2","D","S","21","0",0,0,"N",NA,1632,"2018/08/01",1632,21.25
"208",113,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,113,"2018/04/20",113,21.25
"209",303,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,303,"2018/04/24",303,21.25
"210",493,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,493,"2018/05/02",493,21.25
"211",683,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,683,"2018/05/09",683,21.25
"212",873,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,873,"2018/05/16",873,21.25
"213",1063,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,1063,"2018/05/30",1063,21.25
"214",1253,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,1253,"2018/06/14",1253,21.25
"215",1443,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,1443,"2018/07/02",1443,21.25
"216",1633,"AFV04","Estrada Excelsior","C3","N","N","0","0",0,0,"N",NA,1633,"2018/08/01",1633,21.25
"217",114,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,114,"2018/04/20",114,21.25
"218",304,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,304,"2018/04/24",304,21.25
"219",494,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,494,"2018/05/02",494,21.25
"220",684,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,684,"2018/05/09",684,21.25
"221",874,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,874,"2018/05/16",874,21.25
"222",1064,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,1064,"2018/05/30",1064,21.25
"223",1254,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,1254,"2018/06/14",1254,21.25
"224",1444,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,1444,"2018/07/02",1444,21.25
"225",1634,"AFV04","Estrada Excelsior","C4","N","N","0","0",0,0,"N",NA,1634,"2018/08/01",1634,21.25
"226",115,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,115,"2018/04/20",115,21.25
"227",305,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,305,"2018/04/24",305,21.25
"228",495,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,495,"2018/05/02",495,21.25
"229",685,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,685,"2018/05/09",685,21.25
"230",875,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,875,"2018/05/16",875,21.25
"231",1065,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,1065,"2018/05/30",1065,21.25
"232",1255,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,1255,"2018/06/14",1255,21.25
"233",1445,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,1445,"2018/07/02",1445,21.25
"234",1635,"AFV04","Estrada Excelsior","C5","N","N","0","0",0,0,"N",NA,1635,"2018/08/01",1635,21.25
"235",116,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,116,"2018/04/20",116,21.25
"236",306,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,306,"2018/04/24",306,21.25
"237",496,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,496,"2018/05/02",496,21.25
"238",686,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,686,"2018/05/09",686,21.25
"239",876,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,876,"2018/05/16",876,21.25
"240",1066,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,1066,"2018/05/30",1066,21.25
"241",1256,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,1256,"2018/06/14",1256,21.25
"242",1446,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,1446,"2018/07/02",1446,21.25
"243",1636,"AFV04","Estrada Excelsior","C6","N","N","0","0",0,0,"N",NA,1636,"2018/08/01",1636,21.25
"244",117,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,117,"2018/04/20",117,21.25
"245",307,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,307,"2018/04/24",307,21.25
"246",497,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,497,"2018/05/02",497,21.25
"247",687,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,687,"2018/05/09",687,21.25
"248",877,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,877,"2018/05/16",877,21.25
"249",1067,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,1067,"2018/05/30",1067,21.25
"250",1257,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,1257,"2018/06/14",1257,21.25
"251",1447,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,1447,"2018/07/02",1447,21.25
"252",1637,"AFV04","Estrada Excelsior","C7","N","N","0","0",0,0,"N",NA,1637,"2018/08/01",1637,21.25
"253",118,"AFV04","Estrada Excelsior","C8","N","N","0","0",0,0,"N",NA,118,"2018/04/20",118,21.25
"254",308,"AFV04","Estrada Excelsior","C8","D","S","21","0",0,0,"S",NA,308,"2018/04/24",308,21.25
"255",498,"AFV04","Estrada Excelsior","C8","D","S","21","0",0,0,"N",NA,498,"2018/05/02",498,21.25
"256",688,"AFV04","Estrada Excelsior","C8","D","S","21","0",0,0,"N",NA,688,"2018/05/09",688,21.25
"257",878,"AFV04","Estrada Excelsior","C8","D","S","21","0",0,0,"N",NA,878,"2018/05/16",878,21.25
"258",1068,"AFV04","Estrada Excelsior","C8","S","N","0","0",0,0,"S",NA,1068,"2018/05/30",1068,21.25
"259",1258,"AFV04","Estrada Excelsior","C8","S","N","0","0",0,0,"N",NA,1258,"2018/06/14",1258,21.25
"260",1448,"AFV04","Estrada Excelsior","C8","S","N","0","0",0,0,"N",NA,1448,"2018/07/02",1448,21.25
"261",1638,"AFV04","Estrada Excelsior","C8","S","N","0","0",0,0,"N",NA,1638,"2018/08/01",1638,21.25
"262",119,"AFV04","Estrada Excelsior","C9","N","N","0","0",0,0,"N",NA,119,"2018/04/20",119,21.25
"263",309,"AFV04","Estrada Excelsior","C9","N","N","0","0",0,0,"N",NA,309,"2018/04/24",309,21.25
"264",499,"AFV04","Estrada Excelsior","C9","N","N","0","0",0,0,"N",NA,499,"2018/05/02",499,21.25
"265",689,"AFV04","Estrada Excelsior","C9","N","N","0","0",0,0,"N",NA,689,"2018/05/09",689,21.25
"266",879,"AFV04","Estrada Excelsior","C9","N","N","0","0",0,0,"N",NA,879,"2018/05/16",879,21.25
"267",1069,"AFV04","Estrada Excelsior","C9","S","N","0","0",0,0,"S",NA,1069,"2018/05/30",1069,21.25
"268",1259,"AFV04","Estrada Excelsior","C9","S","N","0","0",0,0,"N",NA,1259,"2018/06/14",1259,21.25
"269",1449,"AFV04","Estrada Excelsior","C9","S","N","0","0",0,0,"N",NA,1449,"2018/07/02",1449,21.25
"270",1639,"AFV04","Estrada Excelsior","C9","S","N","0","0",0,0,"N",NA,1639,"2018/08/01",1639,21.25
"271",41,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"S",NA,41,"2018/04/20",41,31.15384615
"272",231,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,231,"2018/04/24",231,31.15384615
"273",421,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,421,"2018/05/02",421,31.15384615
"274",611,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,611,"2018/05/09",611,31.15384615
"275",801,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,801,"2018/05/16",801,31.15384615
"276",991,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,991,"2018/05/30",991,31.15384615
"277",1181,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,1181,"2018/06/14",1181,31.15384615
"278",1371,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,1371,"2018/07/02",1371,31.15384615
"279",1561,"AFV05b","Banheiro","C1","S","N","66.5","0",0,0,"N",NA,1561,"2018/08/01",1561,31.15384615
"280",50,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,50,"2018/04/20",50,31.15384615
"281",240,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,240,"2018/04/24",240,31.15384615
"282",430,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,430,"2018/05/02",430,31.15384615
"283",620,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,620,"2018/05/09",620,31.15384615
"284",810,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,810,"2018/05/16",810,31.15384615
"285",1000,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,1000,"2018/05/30",1000,31.15384615
"286",1190,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,1190,"2018/06/14",1190,31.15384615
"287",1380,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,1380,"2018/07/02",1380,31.15384615
"288",1570,"AFV05b","Banheiro","C10","N","N","0","0",0,0,"N",NA,1570,"2018/08/01",1570,31.15384615
"289",42,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,42,"2018/04/20",42,31.15384615
"290",232,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,232,"2018/04/24",232,31.15384615
"291",422,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,422,"2018/05/02",422,31.15384615
"292",612,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,612,"2018/05/09",612,31.15384615
"293",802,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,802,"2018/05/16",802,31.15384615
"294",992,"AFV05b","Banheiro","C2","N","N","0","0",0,0,"N",NA,992,"2018/05/30",992,31.15384615
"295",1182,"AFV05b","Banheiro","C2","D","S","17","0",0,0,"S",NA,1182,"2018/06/14",1182,31.15384615
"296",1372,"AFV05b","Banheiro","C2","D","S","17","0",0,0,"N",NA,1372,"2018/07/02",1372,31.15384615
"297",1562,"AFV05b","Banheiro","C2","D","S","17","0",0,0,"N",NA,1562,"2018/08/01",1562,31.15384615
"298",43,"AFV05b","Banheiro","C3","N","N","0","0",0,0,"N",NA,43,"2018/04/20",43,31.15384615
"299",233,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"S",NA,233,"2018/04/24",233,31.15384615
"300",423,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,423,"2018/05/02",423,31.15384615
"301",613,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,613,"2018/05/09",613,31.15384615
"302",803,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,803,"2018/05/16",803,31.15384615
"303",993,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,993,"2018/05/30",993,31.15384615
"304",1183,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,1183,"2018/06/14",1183,31.15384615
"305",1373,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,1373,"2018/07/02",1373,31.15384615
"306",1563,"AFV05b","Banheiro","C3","S","N","39.2","0",0,0,"N",NA,1563,"2018/08/01",1563,31.15384615
"307",44,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,44,"2018/04/20",44,31.15384615
"308",234,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,234,"2018/04/24",234,31.15384615
"309",424,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,424,"2018/05/02",424,31.15384615
"310",614,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,614,"2018/05/09",614,31.15384615
"311",804,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,804,"2018/05/16",804,31.15384615
"312",994,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,994,"2018/05/30",994,31.15384615
"313",1184,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,1184,"2018/06/14",1184,31.15384615
"314",1374,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,1374,"2018/07/02",1374,31.15384615
"315",1564,"AFV05b","Banheiro","C4","N","N","0","0",0,0,"N",NA,1564,"2018/08/01",1564,31.15384615
"316",45,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,45,"2018/04/20",45,31.15384615
"317",235,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,235,"2018/04/24",235,31.15384615
"318",425,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,425,"2018/05/02",425,31.15384615
"319",615,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,615,"2018/05/09",615,31.15384615
"320",805,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,805,"2018/05/16",805,31.15384615
"321",995,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,995,"2018/05/30",995,31.15384615
"322",1185,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,1185,"2018/06/14",1185,31.15384615
"323",1375,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,1375,"2018/07/02",1375,31.15384615
"324",1565,"AFV05b","Banheiro","C5","N","N","0","0",0,0,"N",NA,1565,"2018/08/01",1565,31.15384615
"325",46,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,46,"2018/04/20",46,31.15384615
"326",236,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,236,"2018/04/24",236,31.15384615
"327",426,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,426,"2018/05/02",426,31.15384615
"328",616,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,616,"2018/05/09",616,31.15384615
"329",806,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,806,"2018/05/16",806,31.15384615
"330",996,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,996,"2018/05/30",996,31.15384615
"331",1186,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,1186,"2018/06/14",1186,31.15384615
"332",1376,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,1376,"2018/07/02",1376,31.15384615
"333",1566,"AFV05b","Banheiro","C6","N","N","0","0",0,0,"N",NA,1566,"2018/08/01",1566,31.15384615
"334",47,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,47,"2018/04/20",47,31.15384615
"335",237,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,237,"2018/04/24",237,31.15384615
"336",427,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,427,"2018/05/02",427,31.15384615
"337",617,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,617,"2018/05/09",617,31.15384615
"338",807,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,807,"2018/05/16",807,31.15384615
"339",997,"AFV05b","Banheiro","C7","N","N","0","0",0,0,"N",NA,997,"2018/05/30",997,31.15384615
"340",1187,"AFV05b","Banheiro","C7","D","S","14","0",0,0,"S",NA,1187,"2018/06/14",1187,31.15384615
"341",1377,"AFV05b","Banheiro","C7","D","S","14","0",0,0,"N",NA,1377,"2018/07/02",1377,31.15384615
"342",1567,"AFV05b","Banheiro","C7","D","S","14","0",0,0,"N",NA,1567,"2018/08/01",1567,31.15384615
"343",48,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,48,"2018/04/20",48,31.15384615
"344",238,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,238,"2018/04/24",238,31.15384615
"345",428,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,428,"2018/05/02",428,31.15384615
"346",618,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,618,"2018/05/09",618,31.15384615
"347",808,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,808,"2018/05/16",808,31.15384615
"348",998,"AFV05b","Banheiro","C8","N","N","0","0",0,0,"N",NA,998,"2018/05/30",998,31.15384615
"349",1188,"AFV05b","Banheiro","C8","S","N","0","0",0,0,"S",NA,1188,"2018/06/14",1188,31.15384615
"350",1378,"AFV05b","Banheiro","C8","S","N","0","0",0,0,"N",NA,1378,"2018/07/02",1378,31.15384615
