"","X","Pontos","Nome","Semente","Destino","Enterrada","Distancia","D2","D3","D4","Mudanca","X12","X13","Data","Trinta","Sessenta","Cento_e_vinte"
"656",656,"AFV09","Cercado Acima","C8","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"657",657,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"658",658,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",37,35,35
"659",659,"AFV09","Cercado Acima","C3","P","N",19,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"660",660,"AFV09","Cercado Acima","C5","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"661",661,"AFV09","Cercado Acima","C6","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",37,35,35
"662",662,"AFV09","Cercado Acima","C5","P","N",0,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"663",663,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",37,35,35
"664",664,"AFV09","Cercado Acima","C4","P","N",19,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"665",665,"AFV09","Cercado Acima","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"666",666,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"667",667,"AFV09","Cercado Acima","C2","D","S",13,0,0,0,"S",NA,NA,"2018-05-02",37,35,35
"668",668,"AFV09","Cercado Acima","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",37,35,35
"669",669,"AFV09","Cercado Acima","C10","P","N",12,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"670",670,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"671",671,"AFV09","Cercado Acima","C4","P","N",19,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"672",672,"AFV09","Cercado Acima","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"673",673,"AFV09","Cercado Acima","C7","D","S",8,0,0,0,"S",NA,NA,"2018-05-02",37,35,35
"674",674,"AFV09","Cercado Acima","C9","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",37,35,35
"675",675,"AFV09","Cercado Acima","C7","D","S",8,0,0,0,"N",NA,NA,"2018-05-16",37,35,35
"676",676,"AFV09","Cercado Acima","C1","P","N",12,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"677",677,"AFV09","Cercado Acima","C6","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"678",678,"AFV09","Cercado Acima","C10","P","N",12,0,0,0,"N",NA,NA,"2018-05-30",37,35,35
"679",679,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"680",680,"AFV09","Cercado Acima","C7","D","S",8,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"681",681,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",37,35,35
"682",682,"AFV09","Cercado Acima","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"683",683,"AFV09","Cercado Acima","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"684",684,"AFV09","Cercado Acima","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"685",685,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"686",686,"AFV09","Cercado Acima","C9","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"687",687,"AFV09","Cercado Acima","C3","D","S",19,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"688",688,"AFV09","Cercado Acima","C9","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"689",689,"AFV09","Cercado Acima","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"690",690,"AFV09","Cercado Acima","C3","P","N",19,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"691",691,"AFV09","Cercado Acima","C2","P","N",13,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"692",692,"AFV09","Cercado Acima","C4","P","N",19,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"693",693,"AFV09","Cercado Acima","C8","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"694",694,"AFV09","Cercado Acima","C1","P","N",12,0,0,0,"N",NA,NA,"2018-06-14",37,35,35
"695",695,"AFV09","Cercado Acima","C2","D","S",13,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"696",696,"AFV09","Cercado Acima","C5","D","S",26,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"697",697,"AFV09","Cercado Acima","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"698",698,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"699",699,"AFV09","Cercado Acima","C6","D","N",23,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"700",700,"AFV09","Cercado Acima","C5","D","S",26,0,0,0,"S",NA,NA,"2018-05-02",37,35,35
"701",701,"AFV09","Cercado Acima","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"702",702,"AFV09","Cercado Acima","C10","P","N",12,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"703",703,"AFV09","Cercado Acima","C4","D","S",19,0,0,0,"S",NA,NA,"2018-05-02",37,35,35
"704",704,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"705",705,"AFV09","Cercado Acima","C2","D","S",13,0,0,0,"N",NA,NA,"2018-05-16",37,35,35
"706",706,"AFV09","Cercado Acima","C1","P","N",12,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"707",707,"AFV09","Cercado Acima","C3","P","N",19,0,0,0,"N",NA,NA,"2018-07-02",37,35,35
"708",708,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",37,35,35
"709",709,"AFV09","Cercado Acima","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"710",710,"AFV09","Cercado Acima","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"711",711,"AFV09","Cercado Acima","C8","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",37,35,35
"712",712,"AFV09","Cercado Acima","C4","D","S",19,0,0,0,"N",NA,NA,"2018-05-09",37,35,35
"713",713,"AFV09","Cercado Acima","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"714",714,"AFV09","Cercado Acima","C1","P","N",12,0,0,0,"S",NA,NA,"2018-05-16",37,35,35
"715",715,"AFV09","Cercado Acima","C9","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"716",716,"AFV09","Cercado Acima","C2","P","N",13,0,0,0,"S",NA,NA,"2018-05-30",37,35,35
"717",717,"AFV09","Cercado Acima","C1","P","N",12,0,0,0,"N",NA,NA,"2018-05-30",37,35,35
"718",718,"AFV09","Cercado Acima","C3","D","S",19,0,0,0,"N",NA,NA,"2018-05-16",37,35,35
"719",719,"AFV09","Cercado Acima","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",37,35,35
"720",720,"AFV09","Cercado Acima","C10","P","N",12,0,0,0,"N",NA,NA,"2018-08-01",37,35,35
"721",721,"AFV10a","Banheira","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"722",722,"AFV10a","Banheira","C8","S","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"723",723,"AFV10a","Banheira","C3","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"724",724,"AFV10a","Banheira","C8","S","N",0,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"725",725,"AFV10a","Banheira","C2","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"726",726,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"727",727,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"728",728,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"729",729,"AFV10a","Banheira","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"730",730,"AFV10a","Banheira","C1","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"731",731,"AFV10a","Banheira","C8","S","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"732",732,"AFV10a","Banheira","C4","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"733",733,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"734",734,"AFV10a","Banheira","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"735",735,"AFV10a","Banheira","C10","S","N",0,0,0,0,"S",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"736",736,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"737",737,"AFV10a","Banheira","C4","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"738",738,"AFV10a","Banheira","C6","P","S",3,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"739",739,"AFV10a","Banheira","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"740",740,"AFV10a","Banheira","C10","S","N",0,0,0,0,"S",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"741",741,"AFV10a","Banheira","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"742",742,"AFV10a","Banheira","C1","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"743",743,"AFV10a","Banheira","C5","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"744",744,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"745",745,"AFV10a","Banheira","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"746",746,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"747",747,"AFV10a","Banheira","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"748",748,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"749",749,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"750",750,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"751",751,"AFV10a","Banheira","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"752",752,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"753",753,"AFV10a","Banheira","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"754",754,"AFV10a","Banheira","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"755",755,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"756",756,"AFV10a","Banheira","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"757",757,"AFV10a","Banheira","C10","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"758",758,"AFV10a","Banheira","C6","P","S",3,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"759",759,"AFV10a","Banheira","C8","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"760",760,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"761",761,"AFV10a","Banheira","C1","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"762",762,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"763",763,"AFV10a","Banheira","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"764",764,"AFV10a","Banheira","C5","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"765",765,"AFV10a","Banheira","C4","P","N",0,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"766",766,"AFV10a","Banheira","C4","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"767",767,"AFV10a","Banheira","C3","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"768",768,"AFV10a","Banheira","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"769",769,"AFV10a","Banheira","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"770",770,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"771",771,"AFV10a","Banheira","C7","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"772",772,"AFV10a","Banheira","C3","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"773",773,"AFV10a","Banheira","C2","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"774",774,"AFV10a","Banheira","C6","D","S",3,0,0,0,"S",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"775",775,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"776",776,"AFV10a","Banheira","C10","S","N",0,0,0,0,"S",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"777",777,"AFV10a","Banheira","C6","P","S",3,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"778",778,"AFV10a","Banheira","C8","S","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"779",779,"AFV10a","Banheira","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"780",780,"AFV10a","Banheira","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"781",781,"AFV10a","Banheira","C6","P","S",3,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"782",782,"AFV10a","Banheira","C2","D","S",7,0,0,0,"S",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"783",783,"AFV10a","Banheira","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"784",784,"AFV10a","Banheira","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"785",785,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"786",786,"AFV10a","Banheira","C5","P","N",0,0,0,0,"S",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"787",787,"AFV10a","Banheira","C3","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"788",788,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"789",789,"AFV10a","Banheira","C10","N","N",0,0,0,0,"N",NA,NA,"2018-05-09",44.11764706,42.35294118,38.82352941
"790",790,"AFV10a","Banheira","C10","S","N",0,0,0,0,"S",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"791",791,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",44.11764706,42.35294118,38.82352941
"792",792,"AFV10a","Banheira","C10","S","N",0,0,0,0,"S",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"793",793,"AFV10a","Banheira","C5","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"794",794,"AFV10a","Banheira","C2","P","N",0,0,0,0,"N",NA,NA,"2018-05-30",44.11764706,42.35294118,38.82352941
"795",795,"AFV10a","Banheira","C2","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"796",796,"AFV10a","Banheira","C5","P","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"797",797,"AFV10a","Banheira","C6","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"798",798,"AFV10a","Banheira","C3","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"799",799,"AFV10a","Banheira","C5","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"800",800,"AFV10a","Banheira","C1","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"801",801,"AFV10a","Banheira","C5","D","N",8.3,0,0,0,"S",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"802",802,"AFV10a","Banheira","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-02",44.11764706,42.35294118,38.82352941
"803",803,"AFV10a","Banheira","C2","P","N",0,0,0,0,"N",NA,NA,"2018-07-02",44.11764706,42.35294118,38.82352941
"804",804,"AFV10a","Banheira","C8","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"805",805,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"806",806,"AFV10a","Banheira","C4","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"807",807,"AFV10a","Banheira","C3","N","N",0,0,0,0,"N",NA,NA,"2018-05-16",44.11764706,42.35294118,38.82352941
"808",808,"AFV10a","Banheira","C2","P","N",0,0,0,0,"N",NA,NA,"2018-08-01",44.11764706,42.35294118,38.82352941
"809",809,"AFV10a","Banheira","C6","N","N",0,0,0,0,"N",NA,NA,"2018-04-24",44.11764706,42.35294118,38.82352941
"810",810,"AFV10a","Banheira","C1","P","N",0,0,0,0,"N",NA,NA,"2018-06-14",44.11764706,42.35294118,38.82352941
"811",811,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"812",812,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"813",813,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"814",814,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"815",815,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"816",816,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"817",817,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"818",818,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"819",819,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"820",820,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"821",821,"AFV11","Casa do Pesquisador","C7","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",28,28,27
"822",822,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"823",823,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"824",824,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"825",825,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"826",826,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"827",827,"AFV11","Casa do Pesquisador","C3","D","N",9.3,0,0,0,"S",NA,NA,"2018-04-20",28,28,27
"828",828,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"829",829,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"830",830,"AFV11","Casa do Pesquisador","C1","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",28,28,27
"831",831,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"S",NA,NA,"2018-04-24",28,28,27
"832",832,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"833",833,"AFV11","Casa do Pesquisador","C5","D","S",30,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"834",834,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"S",NA,NA,"2018-04-24",28,28,27
"835",835,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-08-01",28,28,27
"836",836,"AFV11","Casa do Pesquisador","C5","D","S",30,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"837",837,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"838",838,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"839",839,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"S",NA,NA,"2018-05-02",28,28,27
"840",840,"AFV11","Casa do Pesquisador","C5","D","S",30,0,0,0,"N",NA,NA,"2018-05-09",28,28,27
"841",841,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"842",842,"AFV11","Casa do Pesquisador","C5","D","S",30,0,0,0,"S",NA,NA,"2018-04-20",28,28,27
"843",843,"AFV11","Casa do Pesquisador","C8","D","N",49,0,0,0,"S",NA,NA,"2018-04-24",28,28,27
"844",844,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"845",845,"AFV11","Casa do Pesquisador","C1","S","N",60,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"846",846,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-05-09",28,28,27
"847",847,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-06-14",28,28,27
"848",848,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-04-24",28,28,27
"849",849,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-05-16",28,28,27
"850",850,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"851",851,"AFV11","Casa do Pesquisador","C3","D","N",9.3,0,0,0,"N",NA,NA,"2018-04-24",28,28,27
"852",852,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-05-30",28,28,27
"853",853,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"854",854,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"N",NA,NA,"2018-08-01",28,28,27
"855",855,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"856",856,"AFV11","Casa do Pesquisador","C4","D","S",49,32,0,0,"S",NA,NA,"2018-05-02",28,28,27
"857",857,"AFV11","Casa do Pesquisador","C10","S","N",33,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"858",858,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"S",NA,NA,"2018-05-09",28,28,27
"859",859,"AFV11","Casa do Pesquisador","C5","D","S",30,0,0,0,"N",NA,NA,"2018-04-24",28,28,27
"860",860,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"N",NA,NA,"2018-05-30",28,28,27
"861",861,"AFV11","Casa do Pesquisador","C5","S","S",30,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"862",862,"AFV11","Casa do Pesquisador","C5","S","S",30,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"863",863,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"S",NA,NA,"2018-05-02",28,28,27
"864",864,"AFV11","Casa do Pesquisador","C5","S","S",30,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"865",865,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-06-14",28,28,27
"866",866,"AFV11","Casa do Pesquisador","C7","S","N",14,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"867",867,"AFV11","Casa do Pesquisador","C9","S","N",12,0,0,0,"N",NA,NA,"2018-05-02",28,28,27
"868",868,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
"869",869,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-05-16",28,28,27
"870",870,"AFV11","Casa do Pesquisador","C4","D","S",65,32,16,0,"N",NA,NA,"2018-07-02",28,28,27
"871",871,"AFV11","Casa do Pesquisador","C2","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",28,28,27
"872",872,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"S",NA,NA,"2018-04-24",28,28,27
"873",873,"AFV11","Casa do Pesquisador","C9","N","N",0,0,0,0,"N",NA,NA,"2018-04-20",28,28,27
"874",874,"AFV11","Casa do Pesquisador","C2","D","S",28.5,0,0,0,"N",NA,NA,"2018-05-30",28,28,27
"875",875,"AFV11","Casa do Pesquisador","C5","S","S",30,0,0,0,"S",NA,NA,"2018-05-30",28,28,27
"876",876,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"877",877,"AFV11","Casa do Pesquisador","C3","D","S",30,21,0,0,"N",NA,NA,"2018-07-02",28,28,27
"878",878,"AFV11","Casa do Pesquisador","C8","S","N",49,0,0,0,"N",NA,NA,"2018-08-01",28,28,27
"879",879,"AFV11","Casa do Pesquisador","C6","D","S",14.5,0,0,0,"N",NA,NA,"2018-07-02",28,28,27
